#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,3603,2502,402.254037,3090,496.788559,1190,191.319866,551,88.585921,195,31.350734,639,102.733945,198,31.833053
305746,0.022475,240933,3455,1948,323.409413,3040,504.704627,1124,186.607895,531,88.157289,113,18.760402,593,98.450607,86,14.277828
305747,0.023100,63059,870,587,372.349704,737,467.498692,263,166.827891,114,72.313230,28,17.761144,149,94.514661,42,26.641716
305748,0.022500,61438,819,358,233.080504,746,485.692894,289,188.157167,145,94.404115,13,8.463817,144,93.753052,6,3.906377
305749,0.022200,61041,843,377,247.047067,722,473.124621,261,171.032585,123,80.601563,11,7.208270,138,90.431022,6,3.931784
305750,0.024111,60062,820,574,382.271653,740,492.824082,271,180.480170,143,95.234924,43,28.637075,128,85.245247,35,23.309247
305751,0.022300,62092,787,565,363.976036,752,484.442440,259,166.849192,112,72.151002,35,22.547188,147,94.698190,43,27.700831
305752,0.022200,61887,830,601,388.449917,747,482.815454,296,191.316432,154,99.536252,57,36.841340,142,91.780180,39,25.207233
305753,0.021500,60433,795,564,373.305975,715,473.251369,264,174.738967,130,86.045704,35,23.166151,134,88.693264,40,26.475601
305754,0.021600,61122,859,597,390.694022,686,448.938189,261,170.805929,120,78.531462,43,28.140440,141,92.274467,30,19.632865
305755,0.021700,61475,815,569,370.231802,706,459.373729,263,171.126474,122,79.381863,38,24.725498,141,91.744612,34,22.122814
305756,0.023471,113035,1600,626,221.524307,1317,466.050338,503,177.997965,234,82.806210,14,4.954218,269,95.191755,4,1.415491
305757,0.021842,1717374,19706,10070,234.544135,16988,395.673860,6295,146.619199,3027,70.502989,478,11.133277,3268,76.116210,406,9.456298
305758,0.002923,626302,934,619,39.533644,773,49.369154,275,17.563412,139,8.877506,32,2.043742,136,8.685906,29,1.852142
306029,0.275000,259155,4786,1315,202.967336,894,137.986919,361,55.719550,179,27.628253,56,8.643476,182,28.091297,59,9.106519
306091,0.381910,1782405,129805,35001,785.478048,24961,560.164497,9515,213.531717,4650,104.353388,1337,30.004404,4865,109.178329,1290,28.949649
306126,0.041094,1521414,12672,3441,90.468472,2570,67.568722,956,25.134513,444,11.673351,130,3.417873,512,13.461162,142,3.733369
306139,0.085532,653362,11220,3053,186.910166,2189,134.014528,837,51.242650,399,24.427500,113,6.918064,438,26.815150,113,6.918064
306425,0.243153,986696,47482,12890,522.552032,9357,379.326561,3397,137.712122,1625,65.876420,497,20.148050,1772,71.835702,458,18.567016
306432,0.018331,1416543,5393,1472,41.565981,987,27.870668,356,10.052642,156,4.405090,48,1.355412,200,5.647552,57,1.609552
306458,0.232209,689146,32438,8706,505.321079,6600,383.082830,2410,139.883276,1120,65.007995,313,18.167413,1290,74.875280,329,19.096099
306459,0.219250,11327,461,153,540.301933,98,346.075748,38,134.192637,22,77.690474,5,17.656926,16,56.502163,2,7.062770
