#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,4557,1105,468.523092,476,201.825332,1047,443.930930,1016,430.786843,18,7.632050,31,13.144087,0,0.000000
297048,0.000133,95186,4681,1158,486.626185,435,182.799992,1021,429.054693,998,419.389406,23,9.665287,23,9.665287,0,0.000000
297049,0.000133,97896,4752,1221,498.896788,488,199.395277,1007,411.457056,976,398.790553,27,11.032116,31,12.666503,0,0.000000
297050,0.000182,72702,3402,918,505.075514,346,190.366152,743,408.792055,719,395.587467,20,11.003824,24,13.204589,0,0.000000
297281,0.000294,109872,6975,1730,629.823795,628,228.629678,1264,460.171836,1231,448.157856,33,12.013980,33,12.013980,0,0.000000
297282,0.000250,96621,6003,1460,604.423469,546,226.037818,1075,445.037828,1046,433.032157,21,8.693762,29,12.005672,0,0.000000
297283,0.000267,94768,5892,1504,634.813439,482,203.444201,1063,448.674658,1024,432.213405,31,13.084586,39,16.461253,0,0.000000
297284,0.000250,98380,5962,1462,594.429762,505,205.326286,1104,448.871722,1069,434.641187,30,12.197601,35,14.230535,0,0.000000
297285,0.000200,127208,5393,1362,428.274951,470,147.789447,1073,337.400164,1044,328.281240,27,8.490032,29,9.118923,0,0.000000
297286,0.000222,54003,3134,741,548.858397,263,194.803992,541,400.718479,534,395.533581,6,4.444198,7,5.184897,0,0.000000
297287,0.000250,96023,5584,1367,569.446903,478,199.118961,1073,446.976245,1048,436.562074,22,9.164471,25,10.414172,0,0.000000
297288,0.000267,93899,5412,1355,577.215945,457,194.677260,1004,427.693586,982,418.321814,34,14.483647,22,9.371772,0,0.000000
297289,0.000267,93859,5306,1332,567.660001,408,173.877838,993,423.187973,970,413.386037,23,9.801937,23,9.801937,0,0.000000
297290,0.000267,92673,5309,1369,590.894867,423,182.577450,989,426.877300,961,414.791795,26,11.222255,28,12.085505,0,0.000000
297291,0.000235,106074,5848,1506,567.905425,449,169.315761,1080,407.262854,1056,398.212569,27,10.181571,24,9.050286,0,0.000000
297494,0.000286,228287,9943,2439,427.356792,825,144.554880,1773,310.661580,1727,302.601550,39,6.833503,46,8.060030,0,0.000000
297495,0.000312,105503,6318,1581,599.414235,477,180.847938,1085,411.362710,1052,398.851218,25,9.478403,33,12.511493,0,0.000000
297496,0.000304,148333,8843,2200,593.259760,677,182.562208,1568,422.832411,1527,411.776206,29,7.820242,41,11.056205,1,0.269664
297497,0.000312,100818,5965,1553,616.159813,494,195.996747,1122,445.158603,1092,433.255966,27,10.712373,30,11.902636,0,0.000000
297498,0.000267,100514,5804,1434,570.666773,461,183.457031,1022,406.709513,1003,399.148377,33,13.132499,19,7.561136,0,0.000000
297499,0.000312,103056,5776,1452,563.577084,489,189.799721,1075,417.248874,1037,402.499612,27,10.479739,38,14.749263,0,0.000000
297501,0.000294,110968,5959,1537,554.033595,489,176.267032,1084,390.743277,1044,376.324706,27,9.732536,40,14.418571,0,0.000000
297502,0.000312,108440,5794,1399,516.045740,467,172.261158,1087,400.959056,1061,391.368499,24,8.852822,26,9.590557,0,0.000000
297503,0.000250,27153,1493,358,527.381873,115,169.410378,256,377.122233,249,366.810297,12,17.677605,7,10.311936,0,0.000000
297557,0.000316,259838,15691,3937,606.069936,1218,187.501443,2864,440.890093,2772,426.727422,65,10.006235,92,14.162671,0,0.000000
297562,0.000200,310423,11810,2982,384.249878,945,121.769328,2034,262.093981,1977,254.749165,55,7.087104,57,7.344817,1,0.128856
