#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,4557,1105,468.523092,4,1.696011,136,57.664381,136,57.664381,5,2.120014,0,0.000000,0,0.000000
297048,0.000133,95186,4681,1158,486.626185,7,2.941609,106,44.544366,105,44.124136,6,2.521379,1,0.420230,0,0.000000
297049,0.000133,97896,4752,1221,498.896788,6,2.451581,140,57.203563,139,56.794966,6,2.451581,1,0.408597,0,0.000000
297050,0.000182,72702,3402,918,505.075514,2,1.100382,95,52.268163,95,52.268163,4,2.200765,0,0.000000,0,0.000000
297281,0.000294,109872,6975,1730,629.823795,9,3.276540,173,62.982379,170,61.890200,6,2.184360,3,1.092180,0,0.000000
297282,0.000250,96621,6003,1460,604.423469,11,4.553875,145,60.028358,143,59.200381,8,3.311909,2,0.827977,0,0.000000
297283,0.000267,94768,5892,1504,634.813439,6,2.532500,135,56.981259,133,56.137093,1,0.422083,2,0.844167,0,0.000000
297284,0.000250,98380,5962,1462,594.429762,9,3.659280,144,58.548485,143,58.141899,2,0.813173,1,0.406587,0,0.000000
297285,0.000200,127208,5393,1362,428.274951,9,2.830011,130,40.877932,129,40.563487,4,1.257783,1,0.314446,0,0.000000
297286,0.000222,54003,3134,741,548.858397,4,2.962798,84,62.218766,83,61.478066,4,2.962798,1,0.740700,0,0.000000
297287,0.000250,96023,5584,1367,569.446903,5,2.082834,123,51.237724,123,51.237724,6,2.499401,0,0.000000,0,0.000000
297288,0.000267,93899,5412,1355,577.215945,3,1.277969,142,60.490527,141,60.064537,7,2.981927,1,0.425990,0,0.000000
297289,0.000267,93859,5306,1332,567.660001,7,2.983198,143,60.942478,143,60.942478,9,3.835541,0,0.000000,0,0.000000
297290,0.000267,92673,5309,1369,590.894867,2,0.863250,127,54.816397,126,54.384772,7,3.021376,1,0.431625,0,0.000000
297291,0.000235,106074,5848,1506,567.905425,3,1.131286,152,57.318476,150,56.564285,4,1.508381,2,0.754190,0,0.000000
297494,0.000286,228287,9943,2439,427.356792,9,1.576962,258,45.206254,255,44.680599,8,1.401744,3,0.525654,0,0.000000
297495,0.000312,105503,6318,1581,599.414235,6,2.274817,144,54.595604,143,54.216468,3,1.137408,1,0.379136,0,0.000000
297496,0.000304,148333,8843,2200,593.259760,6,1.617981,227,61.213621,227,61.213621,8,2.157308,0,0.000000,0,0.000000
297497,0.000312,100818,5965,1553,616.159813,4,1.587018,131,51.974846,131,51.974846,10,3.967545,0,0.000000,0,0.000000
297498,0.000267,100514,5804,1434,570.666773,8,3.183636,137,54.519768,136,54.121814,8,3.183636,1,0.397955,0,0.000000
297499,0.000312,103056,5776,1452,563.577084,5,1.940692,145,56.280081,143,55.503804,4,1.552554,2,0.776277,0,0.000000
297501,0.000294,110968,5959,1537,554.033595,12,4.325571,144,51.906856,144,51.906856,9,3.244179,0,0.000000,0,0.000000
297502,0.000312,108440,5794,1399,516.045740,10,3.688676,122,45.001844,119,43.895242,6,2.213205,3,1.106603,0,0.000000
297503,0.000250,27153,1493,358,527.381873,1,1.473134,34,50.086547,34,50.086547,4,5.892535,0,0.000000,0,0.000000
297557,0.000316,259838,15691,3937,606.069936,18,2.770957,391,60.191350,387,59.575582,5,0.769710,4,0.615768,0,0.000000
297562,0.000200,310423,11810,2982,384.249878,13,1.675134,277,35.693231,275,35.435519,6,0.773139,2,0.257713,0,0.000000
