#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,19520,2758.844875,14309,2022.352014,1793,253.412339,5211,736.492861,743,105.011360
297048,0.000133,95186,169368,42645,17920.702624,19765,2768.614432,14426,2020.745348,1642,230.005813,5339,747.869084,739,103.516624
297049,0.000133,97896,170911,43421,17741.685054,20034,2728.609953,14787,2013.974013,1817,247.473509,5247,714.635940,782,106.507586
297050,0.000182,72702,124860,31644,17410.250062,14624,2681.998661,10793,1979.404510,1306,239.516565,3831,702.594151,537,98.484223
297281,0.000294,109872,263203,66110,24068.006407,25170,3054.463376,18484,2243.094995,2359,286.272511,6686,811.368380,1006,122.081452
297282,0.000250,96621,229880,57763,23913.227973,21772,3004.453828,15897,2193.726002,1953,269.506629,5875,810.727827,871,120.194713
297283,0.000267,94768,222625,56493,23844.757724,21501,3025.071754,15742,2214.812314,1920,270.133378,5759,810.259441,820,115.369464
297284,0.000250,98380,227785,57447,23357.186420,21494,2913.058210,15681,2125.228705,1891,256.285153,5813,787.829505,842,114.115335
297285,0.000200,127208,208436,52877,16626.941702,19789,2074.188206,14472,1516.885730,1864,195.375553,5317,557.302476,742,77.772886
297286,0.000222,54003,120672,30606,22669.851675,11500,2839.348431,8350,2061.613861,987,243.690165,3150,777.734570,443,109.376640
297287,0.000250,96023,212202,53822,22420.461764,20056,2784.888343,14671,2037.150822,1851,257.021755,5385,747.737521,739,102.614304
297288,0.000267,93899,204495,51844,22085.006230,19515,2771.062525,14355,2038.360366,1819,258.291711,5160,732.702159,821,116.579161
297289,0.000267,93859,201332,50576,21554.033177,19344,2747.951715,14315,2033.546774,1740,247.179280,5029,714.404941,660,93.757658
297290,0.000267,92673,195804,50180,21658.951367,18640,2681.831098,13788,1983.749312,1803,259.406731,4852,698.081786,683,98.266665
297291,0.000235,106074,222231,56499,21305.503705,21175,2661.663870,15438,1940.532081,1924,241.843744,5737,721.131788,769,96.662079
297494,0.000286,228287,380048,95696,16767.665263,34871,2036.676055,25466,1487.367510,3168,185.030247,9405,549.308546,1337,78.088838
297495,0.000312,105503,240422,60571,22964.655034,21898,2767.441052,16159,2042.153620,2011,254.147591,5739,725.287433,786,99.333668
297496,0.000304,148333,336047,84873,22887.152555,30413,2733.758952,22279,2002.611242,2806,252.225286,8134,731.147710,1162,104.449673
297497,0.000312,100818,224249,57061,22639.211252,20385,2695.947152,14982,1981.392212,1956,258.683965,5403,714.554941,798,105.536710
297498,0.000267,100514,220211,55214,21972.660525,20117,2668.550318,14719,1952.497496,1794,237.976799,5398,716.052822,798,105.855901
297499,0.000312,103056,222046,56286,21846.762925,20100,2600.527868,14745,1907.700668,1824,235.988201,5355,692.827201,779,100.786627
297501,0.000294,110968,230081,58029,20917.381587,21090,2534.063874,15490,1861.197222,1941,233.220388,5600,672.866652,719,86.391272
297502,0.000312,108440,225279,56842,20967.170786,20658,2540.022132,15228,1872.371819,1915,235.460470,5430,667.650314,803,98.733555
297503,0.000250,27153,55948,14209,20931.757080,4969,2440.000491,3673,1803.606722,501,246.013332,1296,636.393769,197,96.735781
297557,0.000316,259838,595260,149442,23005.411064,54513,2797.281383,39810,2042.811290,4962,254.620186,14703,754.470093,2120,108.785731
297562,0.000200,345416,499426,126329,14629.200732,45634,1761.508828,33767,1303.433155,4148,160.116111,11867,458.075673,1742,67.242591
297605,0.000182,226704,281422,70716,12477.239043,25627,1507.222340,18988,1116.757240,2375,139.682876,6639,390.465100,913,53.697038
297620,0.000290,1893027,3877052,978179,20669.097694,351504,2475.780853,258409,1820.076171,32242,227.093081,93095,655.704682,13334,93.916604
297656,0.000296,1111114,2443405,616316,22187.318313,220890,2650.673108,161923,1943.070948,20232,242.783369,58967,707.602160,8325,99.899740
