#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,9495,1341.968857,9048,1278.792440,777,109.816725,447,63.176417,46,6.501376
297048,0.000133,95186,169368,42645,17920.702624,9651,1351.879478,9226,1292.346914,718,100.575015,425,59.532564,48,6.723678
297049,0.000133,97896,170911,43421,17741.685054,9606,1308.327204,9190,1251.668437,705,96.020266,416,56.658767,27,3.677372
297050,0.000182,72702,124860,31644,17410.250062,6864,1258.837446,6541,1199.600194,527,96.650253,323,59.237252,38,6.969088
297281,0.000294,109872,263203,66110,24068.006407,12314,1494.344935,11696,1419.348575,930,112.858599,618,74.996359,70,8.494733
297282,0.000250,96621,229880,57763,23913.227973,10772,1486.495344,10270,1417.221239,807,111.362954,502,69.274105,46,6.347826
297283,0.000267,94768,222625,56493,23844.757724,10392,1462.096910,9882,1390.342732,816,114.806686,510,71.754179,61,8.582363
297284,0.000250,98380,227785,57447,23357.186420,10636,1441.485397,10119,1371.416955,845,114.521922,517,70.068442,69,9.351494
297285,0.000200,127208,208436,52877,16626.941702,9492,994.905981,9080,951.722114,741,77.668071,412,43.183867,48,5.031130
297286,0.000222,54003,120672,30606,22669.851675,5583,1378.441938,5348,1320.420470,430,106.166941,235,58.021468,24,5.925597
297287,0.000250,96023,212202,53822,22420.461764,9934,1379.391743,9446,1311.630200,725,100.670326,488,67.761543,52,7.220492
297288,0.000267,93899,204495,51844,22085.006230,9443,1340.873350,9017,1280.382823,691,98.119611,426,60.490527,53,7.525817
297289,0.000267,93859,201332,50576,21554.033177,9346,1327.665257,8948,1271.126548,718,101.996967,398,56.538709,40,5.682282
297290,0.000267,92673,195804,50180,21658.951367,9198,1323.362792,8769,1261.640391,733,105.460418,429,61.722400,40,5.755002
297291,0.000235,106074,222231,56499,21305.503705,10330,1298.464594,9894,1243.660086,797,100.181634,436,54.804508,55,6.913413
297494,0.000286,228287,380048,95696,16767.665263,17139,1001.020645,16368,955.989610,1344,78.497681,771,45.031035,85,4.964511
297495,0.000312,105503,240422,60571,22964.655034,10634,1343.911232,10156,1283.502207,748,94.531277,478,60.409025,59,7.456344
297496,0.000304,148333,336047,84873,22887.152555,14863,1336.003002,14155,1272.362410,1179,105.977766,708,63.640592,81,7.280915
297497,0.000312,100818,224249,57061,22639.211252,10068,1331.508262,9608,1270.672565,799,105.668961,460,60.835697,54,7.141582
297498,0.000267,100514,220211,55214,21972.660525,9507,1261.117854,9089,1205.669525,714,94.713174,418,55.448329,49,6.499924
297499,0.000312,103056,222046,56286,21846.762925,9833,1272.188584,9381,1213.709051,718,92.894478,452,58.479532,58,7.504011
297501,0.000294,110968,230081,58029,20917.381587,10024,1204.431308,9590,1152.284142,820,98.526903,434,52.147166,62,7.449595
297502,0.000312,108440,225279,56842,20967.170786,10152,1248.247879,9694,1191.934096,770,94.676011,458,56.313783,47,5.778925
297503,0.000250,27153,55948,14209,20931.757080,2439,1197.657717,2307,1132.839834,183,89.861157,132,64.817884,14,6.874624
297557,0.000316,259838,595260,149442,23005.411064,26600,1364.953035,25380,1302.349926,2025,103.910898,1220,62.603109,125,6.414253
297562,0.000200,345416,499426,126329,14629.200732,22031,850.414187,21200,818.336923,1662,64.154527,831,32.077263,108,4.168886
297605,0.000182,226704,281422,70716,12477.239043,12394,728.938763,11955,703.119486,851,50.050580,439,25.819277,40,2.352554
297620,0.000290,1893027,3877052,978179,20669.097694,169227,1191.932286,161686,1138.818059,12784,90.042738,7541,53.114227,841,5.923494
297656,0.000296,1111114,2443405,616316,22187.318313,106663,1279.952672,101674,1220.084828,8009,96.107750,4989,59.867844,499,5.987984
