#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,5003,707.095333,4819,681.089829,427,60.349732,184,26.005505,18,2.544017
297048,0.000133,95186,169368,42645,17920.702624,5132,718.873224,4918,688.896827,370,51.828350,214,29.976397,24,3.361839
297049,0.000133,97896,170911,43421,17741.685054,5109,695.840484,4910,668.736891,362,49.304023,199,27.103593,15,2.042984
297050,0.000182,72702,124860,31644,17410.250062,3643,668.115503,3486,639.322164,274,50.250795,157,28.793339,23,4.218132
297281,0.000294,109872,263203,66110,24068.006407,6416,778.602980,6137,744.745401,489,59.341780,279,33.857580,32,3.883307
297282,0.000250,96621,229880,57763,23913.227973,5764,795.410246,5533,763.533117,405,55.888471,231,31.877128,23,3.173913
297283,0.000267,94768,222625,56493,23844.757724,5442,765.659294,5193,730.626372,429,60.357927,249,35.032923,30,4.220834
297284,0.000250,98380,227785,57447,23357.186420,5640,764.383005,5394,731.042895,440,59.632717,246,33.340110,40,5.421156
297285,0.000200,127208,208436,52877,16626.941702,5007,524.809760,4813,504.475610,375,39.305704,194,20.334151,15,1.572228
297286,0.000222,54003,120672,30606,22669.851675,2899,715.762705,2800,691.319618,208,51.355172,99,24.443086,11,2.715898
297287,0.000250,96023,212202,53822,22420.461764,5172,718.161274,4933,684.974780,379,52.626281,239,33.186494,28,3.887957
297288,0.000267,93899,204495,51844,22085.006230,5020,712.822643,4815,683.713352,355,50.408773,205,29.109291,19,2.697934
297289,0.000267,93859,201332,50576,21554.033177,4868,691.533755,4673,663.832628,372,52.845225,195,27.701126,20,2.841141
297290,0.000267,92673,195804,50180,21658.951367,4900,704.987789,4711,677.795402,388,55.823523,189,27.192386,18,2.589751
297291,0.000235,106074,222231,56499,21305.503705,5545,696.997693,5343,671.606614,442,55.558698,202,25.391079,35,4.399444
297494,0.000286,228287,380048,95696,16767.665263,9126,533.013268,8755,511.344638,707,41.293051,371,21.668631,42,2.453053
297495,0.000312,105503,240422,60571,22964.655034,5685,718.462982,5461,690.154150,413,52.194408,224,28.308832,34,4.296876
297496,0.000304,148333,336047,84873,22887.152555,7938,713.529693,7615,684.495920,604,54.292257,323,29.033773,32,2.876411
297497,0.000312,100818,224249,57061,22639.211252,5402,714.422689,5183,685.459607,438,57.926164,219,28.963082,28,3.703042
297498,0.000267,100514,220211,55214,21972.660525,4964,658.482069,4759,631.288510,342,45.366815,205,27.193558,29,3.846894
297499,0.000312,103056,222046,56286,21846.762925,5154,666.821922,4939,639.005330,373,48.258552,215,27.816592,26,3.363867
297501,0.000294,110968,230081,58029,20917.381587,5334,640.905486,5139,617.475308,430,51.666547,195,23.430178,26,3.124024
297502,0.000312,108440,225279,56842,20967.170786,5363,659.412271,5141,632.116070,405,49.797123,222,27.296201,25,3.073896
297503,0.000250,27153,55948,14209,20931.757080,1301,638.848992,1232,604.966916,89,43.702967,69,33.882076,6,2.946267
297557,0.000316,259838,595260,149442,23005.411064,14018,719.319987,13442,689.763109,1050,53.879725,576,29.556878,54,2.770957
297562,0.000200,345416,499426,126329,14629.200732,11598,447.692058,11222,433.178158,888,34.277509,376,14.513900,55,2.123044
297605,0.000182,226704,281422,70716,12477.239043,6464,380.172677,6277,369.174489,443,26.054532,187,10.998189,17,0.999835
297620,0.000290,1893027,3877052,978179,20669.097694,89640,631.369759,86108,606.492494,6689,47.113257,3532,24.877264,391,2.753967
297656,0.000296,1111114,2443405,616316,22187.318313,56580,678.958235,54258,651.094307,4218,50.615868,2322,27.863928,230,2.759993
