#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,36966,17221,2768.671774,235,37.781654,627,100.804669,530,85.209688,43,6.913239,97,15.594981,15,2.411595
305746,0.022475,240933,36800,18696,3103.933459,226,37.520805,617,102.435117,519,86.165033,35,5.810744,98,16.270083,7,1.162149
305747,0.023100,63059,8942,4213,2672.417894,41,26.007390,127,80.559476,106,67.238618,6,3.805959,21,13.320858,1,0.634327
305748,0.022500,61438,9403,4701,3060.646505,39,25.391452,133,86.591360,112,72.919040,2,1.302126,21,13.672320,0,0.000000
305749,0.022200,61041,9401,4887,3202.437706,61,39.973133,165,108.124048,144,94.362805,2,1.310595,21,13.761242,0,0.000000
305750,0.024111,60062,8500,4187,2788.451933,38,25.307183,140,93.236988,128,85.245247,9,5.993806,12,7.991742,1,0.665978
305751,0.022300,62092,8547,4086,2632.223153,57,36.719706,133,85.679315,111,71.506796,8,5.153643,22,14.172518,3,1.932616
305752,0.022200,61887,8752,4382,2832.258794,54,34.902322,150,96.950894,128,82.731430,16,10.341429,22,14.219465,3,1.939018
305753,0.021500,60433,8232,3961,2621.746397,47,31.108831,133,88.031374,110,72.807903,4,2.647560,23,15.223471,5,3.309450
305754,0.021600,61122,8461,4206,2752.527731,42,27.486012,142,92.928896,130,85.075750,9,5.889860,12,7.853146,1,0.654429
305755,0.021700,61475,8635,4263,2773.810492,64,41.642944,141,91.744612,118,76.779179,7,4.554697,23,14.965433,3,1.952013
305756,0.023471,113035,16934,8119,2873.092405,102,36.095015,274,96.961118,234,82.806210,3,1.061618,40,14.154908,0,0.000000
305757,0.021842,1717374,214242,102433,2385.805305,1208,28.135980,3418,79.609916,2922,68.057395,99,2.305846,496,11.552521,27,0.628867
305758,0.002923,626302,11710,5641,360.273478,56,3.576549,164,10.474180,143,9.132974,6,0.383202,21,1.341206,1,0.063867
306029,0.275000,259155,59937,15862,2448.264552,45,6.945650,221,34.110860,200,30.869557,18,2.778260,21,3.241303,3,0.463043
306091,0.381910,1782405,1631630,432138,9697.863280,1612,36.175841,5458,122.486191,4814,108.033808,317,7.113984,644,14.452383,76,1.705561
306126,0.041094,1521414,164274,43491,1143.436303,170,4.469526,570,14.986059,498,13.093083,31,0.815031,72,1.892976,10,0.262913
306139,0.085532,653362,143610,37964,2324.224549,129,7.897613,459,28.100808,406,24.856052,28,1.714210,53,3.244756,9,0.550996
306425,0.243153,986696,603070,159823,6479.118188,594,24.080365,1956,79.294940,1715,69.524960,124,5.026878,241,9.769980,17,0.689169
306432,0.018331,1416543,71555,19036,537.533982,58,1.637790,205,5.788741,178,5.026321,9,0.254140,27,0.762419,5,0.141189
306458,0.232209,689146,415471,109854,6376.239578,385,22.346498,1404,81.492166,1247,72.379438,79,4.585385,157,9.112728,18,1.044771
306459,0.219250,11327,6253,1644,5805.597246,7,24.719696,24,84.753244,22,77.690474,2,7.062770,2,7.062770,0,0.000000
