#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,4557,1105,468.523092,3,1.272008,119,16.818778,119,16.818778,3,0.424003,0,0.000000,0,0.000000
297048,0.000133,95186,4681,1158,486.626185,7,2.941609,100,14.007662,99,13.867586,5,0.700383,1,0.140077,0,0.000000
297049,0.000133,97896,4752,1221,498.896788,4,1.634388,125,17.024870,125,17.024870,6,0.817194,0,0.000000,0,0.000000
297050,0.000182,72702,3402,918,505.075514,2,1.100382,87,15.955545,87,15.955545,4,0.733588,0,0.000000,0,0.000000
297281,0.000294,109872,6975,1730,629.823795,7,2.548420,169,20.508713,166,20.144653,6,0.728120,3,0.364060,0,0.000000
297282,0.000250,96621,6003,1460,604.423469,6,2.483932,133,18.353498,131,18.077506,7,0.965974,2,0.275992,0,0.000000
297283,0.000267,94768,5892,1504,634.813439,5,2.110417,123,17.305420,121,17.024031,2,0.281389,2,0.281389,0,0.000000
297284,0.000250,98380,5962,1462,594.429762,5,2.032934,131,17.754286,131,17.754286,2,0.271058,0,0.000000,0,0.000000
297285,0.000200,127208,5393,1362,428.274951,9,2.830011,127,13.311532,126,13.206717,4,0.419261,1,0.104815,0,0.000000
297286,0.000222,54003,3134,741,548.858397,2,1.481399,77,19.011289,76,18.764390,2,0.493800,1,0.246900,0,0.000000
297287,0.000250,96023,5584,1367,569.446903,2,0.833134,101,14.024418,101,14.024418,5,0.694278,0,0.000000,0,0.000000
297288,0.000267,93899,5412,1355,577.215945,3,1.277969,129,18.317554,128,18.175557,7,0.993976,1,0.141997,0,0.000000
297289,0.000267,93859,5306,1332,567.660001,2,0.852342,132,18.751532,132,18.751532,8,1.136456,0,0.000000,0,0.000000
297290,0.000267,92673,5309,1369,590.894867,1,0.431625,101,14.531381,100,14.387506,6,0.863250,1,0.143875,0,0.000000
297291,0.000235,106074,5848,1506,567.905425,2,0.754190,150,18.854762,149,18.729063,4,0.502794,1,0.125698,0,0.000000
297494,0.000286,228287,9943,2439,427.356792,7,1.226526,238,13.900631,235,13.725413,8,0.467248,3,0.175218,0,0.000000
297495,0.000312,105503,6318,1581,599.414235,4,1.516545,131,16.555611,131,16.555611,3,0.379136,0,0.000000,0,0.000000
297496,0.000304,148333,8843,2200,593.259760,5,1.348318,202,18.157344,202,18.157344,9,0.808991,0,0.000000,0,0.000000
297497,0.000312,100818,5965,1553,616.159813,1,0.396755,119,15.737930,119,15.737930,6,0.793509,0,0.000000,0,0.000000
297498,0.000267,100514,5804,1434,570.666773,7,2.785682,125,16.581438,125,16.581438,6,0.795909,0,0.000000,0,0.000000
297499,0.000312,103056,5776,1452,563.577084,4,1.552554,127,16.431196,126,16.301816,3,0.388138,1,0.129379,0,0.000000
297501,0.000294,110968,5959,1537,554.033595,6,2.162786,129,15.499964,129,15.499964,7,0.841083,0,0.000000,0,0.000000
297502,0.000312,108440,5794,1399,516.045740,7,2.582073,112,13.771056,110,13.525144,5,0.614779,2,0.245912,0,0.000000
297503,0.000250,27153,1493,358,527.381873,0,0.000000,32,15.713426,32,15.713426,3,1.473134,0,0.000000,0,0.000000
297557,0.000316,259838,15691,3937,606.069936,15,2.309131,373,19.140131,369,18.934875,5,0.256570,4,0.205256,0,0.000000
297562,0.000200,345416,13091,3287,380.642472,10,1.158024,297,11.464437,296,11.425836,4,0.154403,1,0.038601,0,0.000000
297605,0.000182,226704,7226,1844,325.358176,10,1.764415,146,8.586821,146,8.586821,4,0.235255,0,0.000000,0,0.000000
297620,0.000290,1893027,101827,25525,539.347828,74,1.563633,2014,14.185394,2002,14.100873,65,0.457821,12,0.084521,0,0.000000
297656,0.000296,2551776,144431,36321,569.344645,97,1.520510,2955,15.440227,2940,15.361850,105,0.548637,15,0.078377,0,0.000000
297660,0.000211,1480276,56175,14148,382.307083,49,1.324077,1111,10.007143,1106,9.962106,35,0.315257,5,0.045037,0,0.000000
297661,0.000188,824611,26843,6711,325.535313,13,0.630600,548,8.860744,547,8.844574,20,0.323385,1,0.016169,0,0.000000
297662,0.000250,104235,4400,1081,414.831870,2,0.767497,98,12.535777,97,12.407860,1,0.127916,1,0.127916,0,0.000000
297663,0.000250,109306,4495,1097,401.441824,4,1.463781,91,11.100336,90,10.978354,2,0.243963,1,0.121982,0,0.000000
297664,0.000211,133532,5611,1380,413.384058,4,1.198215,119,11.882295,117,11.682593,4,0.399405,2,0.199702,0,0.000000
297670,0.000312,109485,6630,1688,616.705485,5,1.826734,120,14.613874,120,14.613874,6,0.730694,0,0.000000,0,0.000000
297672,0.000286,96241,5441,1372,570.235139,6,2.493740,110,15.239520,107,14.823897,0,0.000000,3,0.415623,0,0.000000
297673,0.000267,97839,5381,1327,542.523942,8,3.270679,99,13.491552,97,13.218996,2,0.272557,2,0.272557,0,0.000000
297674,0.000500,11685,663,179,612.751391,0,0.000000,10,11.410640,10,11.410640,0,0.000000,0,0.000000,0,0.000000
297723,0.000297,256624,13418,3303,514.838830,5,0.779350,308,16.002660,305,15.846790,6,0.311740,3,0.155870,0,0.000000
