#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,4557,1105,468.523092,8,3.392022,204,28.832190,204,28.832190,5,0.706671,0,0.000000,0,0.000000
297048,0.000133,95186,4681,1158,486.626185,12,5.042758,234,32.777930,234,32.777930,2,0.280153,0,0.000000,0,0.000000
297049,0.000133,97896,4752,1221,498.896788,10,4.085969,227,30.917164,224,30.508567,9,1.225791,3,0.408597,0,0.000000
297050,0.000182,72702,3402,918,505.075514,6,3.301147,147,26.959368,147,26.959368,0,0.000000,0,0.000000,0,0.000000
297281,0.000294,109872,6975,1730,629.823795,19,6.917140,287,34.828406,284,34.464346,6,0.728120,3,0.364060,0,0.000000
297282,0.000250,96621,6003,1460,604.423469,20,8.279774,223,30.773158,219,30.221173,5,0.689981,4,0.551985,0,0.000000
297283,0.000267,94768,5892,1504,634.813439,17,7.175418,249,35.032923,245,34.470145,10,1.406945,4,0.562778,0,0.000000
297284,0.000250,98380,5962,1462,594.429762,13,5.285627,260,35.237514,259,35.101985,4,0.542116,1,0.135529,0,0.000000
297285,0.000200,127208,5393,1362,428.274951,14,4.402239,225,23.583422,222,23.268977,6,0.628891,3,0.314446,0,0.000000
297286,0.000222,54003,3134,741,548.858397,10,7.406996,113,27.899685,113,27.899685,1,0.246900,0,0.000000,0,0.000000
297287,0.000250,96023,5584,1367,569.446903,13,5.415369,243,33.741916,242,33.603060,4,0.555422,1,0.138856,0,0.000000
297288,0.000267,93899,5412,1355,577.215945,13,5.537865,194,27.547329,193,27.405333,1,0.141997,1,0.141997,0,0.000000
297289,0.000267,93859,5306,1332,567.660001,11,4.687883,224,31.820781,222,31.536667,4,0.568228,2,0.284114,0,0.000000
297290,0.000267,92673,5309,1369,590.894867,8,3.453001,201,28.918887,200,28.775012,3,0.431625,1,0.143875,0,0.000000
297291,0.000235,106074,5848,1506,567.905425,11,4.148048,233,29.287730,233,29.287730,4,0.502794,0,0.000000,0,0.000000
297494,0.000286,228287,9943,2439,427.356792,17,2.978707,389,22.719939,389,22.719939,5,0.292030,0,0.000000,0,0.000000
297495,0.000312,105503,6318,1581,599.414235,11,4.170498,221,27.929696,221,27.929696,5,0.631894,0,0.000000,0,0.000000
297496,0.000304,148333,8843,2200,593.259760,13,3.505626,329,29.573100,328,29.483212,6,0.539327,1,0.089888,0,0.000000
297497,0.000312,100818,5965,1553,616.159813,9,3.570791,242,32.004867,238,31.475861,4,0.529006,4,0.529006,0,0.000000
297498,0.000267,100514,5804,1434,570.666773,15,5.969318,206,27.326210,205,27.193558,3,0.397955,1,0.132652,0,0.000000
297499,0.000312,103056,5776,1452,563.577084,12,4.657662,229,29.627905,228,29.498525,3,0.388138,1,0.129379,0,0.000000
297501,0.000294,110968,5959,1537,554.033595,21,7.569750,227,27.275130,225,27.034821,5,0.600774,2,0.240310,0,0.000000
297502,0.000312,108440,5794,1399,516.045740,19,7.008484,225,27.665068,225,27.665068,3,0.368868,0,0.000000,0,0.000000
297503,0.000250,27153,1493,358,527.381873,2,2.946267,56,27.498496,56,27.498496,2,0.982089,0,0.000000,0,0.000000
297557,0.000316,259838,15691,3937,606.069936,45,6.927393,592,30.377902,587,30.121332,11,0.564454,5,0.256570,0,0.000000
297562,0.000200,345416,13091,3287,380.642472,29,3.358269,476,18.373980,476,18.373980,13,0.501810,0,0.000000,0,0.000000
297605,0.000182,226704,7226,1844,325.358176,20,3.528831,294,17.291270,294,17.291270,8,0.470511,0,0.000000,0,0.000000
297620,0.000290,1893027,101827,25525,539.347828,228,4.817681,3740,26.342290,3721,26.208466,81,0.570515,19,0.133824,0,0.000000
297656,0.000296,2551776,144431,36321,569.344645,295,4.624230,5341,27.907361,5313,27.761057,96,0.501611,28,0.146303,0,0.000000
297660,0.000211,1480276,56175,14148,382.307083,138,3.729034,2192,19.744066,2182,19.653992,34,0.306249,10,0.090073,0,0.000000
297661,0.000188,824611,26843,6711,325.535313,52,2.522401,1030,16.654317,1023,16.541133,20,0.323385,7,0.113185,0,0.000000
297662,0.000250,104235,4400,1081,414.831870,9,3.453734,158,20.210742,157,20.082826,4,0.511664,1,0.127916,0,0.000000
297663,0.000250,109306,4495,1097,401.441824,9,3.293506,180,21.956709,180,21.956709,4,0.487927,0,0.000000,0,0.000000
297664,0.000211,133532,5611,1380,413.384058,11,3.295090,187,18.672178,187,18.672178,1,0.099851,0,0.000000,0,0.000000
297670,0.000312,109485,6630,1688,616.705485,15,5.480203,210,25.574280,209,25.452497,6,0.730694,1,0.121782,0,0.000000
297672,0.000286,96241,5441,1372,570.235139,14,5.818726,209,28.955088,207,28.678006,1,0.138541,2,0.277082,0,0.000000
297673,0.000267,97839,5381,1327,542.523942,16,6.541359,229,31.207732,226,30.798898,4,0.545113,3,0.408835,0,0.000000
297674,0.000500,11685,663,179,612.751391,0,0.000000,31,35.372985,31,35.372985,0,0.000000,0,0.000000,0,0.000000
297723,0.000297,256624,13418,3303,514.838830,27,4.208492,474,24.627471,470,24.419644,8,0.415654,4,0.207827,0,0.000000
