#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,2196,310.370048,2085,294.681945,268,37.877583,111,15.688104,21,2.968020
297048,0.000133,95186,169368,42645,17920.702624,2202,308.448721,2074,290.518914,198,27.735171,128,17.929808,20,2.801532
297049,0.000133,97896,170911,43421,17741.685054,2223,302.770287,2106,286.835009,275,37.454714,117,15.935278,17,2.315382
297050,0.000182,72702,124860,31644,17410.250062,1647,302.054964,1571,288.116787,198,36.312619,76,13.938177,14,2.567559
297281,0.000294,109872,263203,66110,24068.006407,2780,337.362264,2636,319.887384,314,38.104946,144,17.474880,28,3.397893
297282,0.000250,96621,229880,57763,23913.227973,2431,335.468825,2296,316.839334,282,38.914936,135,18.629490,24,3.311909
297283,0.000267,94768,222625,56493,23844.757724,2429,341.746863,2287,321.768248,280,39.394451,142,19.978614,21,2.954584
297284,0.000250,98380,227785,57447,23357.186420,2464,333.943213,2315,313.749407,284,38.490208,149,20.193806,27,3.659280
297285,0.000200,127208,208436,52877,16626.941702,2148,225.143073,2045,214.347106,249,26.098987,103,10.795967,12,1.257783
297286,0.000222,54003,120672,30606,22669.851675,1299,320.722923,1229,303.439932,129,31.850082,70,17.282990,12,2.962798
297287,0.000250,96023,212202,53822,22420.461764,2270,315.202261,2160,299.928142,268,37.213307,110,15.274118,23,3.193679
297288,0.000267,93899,204495,51844,22085.006230,2189,310.830431,2058,292.228884,240,34.079170,131,18.601547,25,3.549914
297289,0.000267,93859,201332,50576,21554.033177,2149,305.280616,2036,289.228168,266,37.787177,113,16.052447,18,2.557027
297290,0.000267,92673,195804,50180,21658.951367,2111,303.720249,1988,286.023617,281,40.428892,123,17.696632,23,3.309126
297291,0.000235,106074,222231,56499,21305.503705,2425,304.818649,2304,289.609141,262,32.932984,121,15.209508,14,1.759778
297494,0.000286,228287,380048,95696,16767.665263,3828,223.578215,3621,211.488171,458,26.749954,207,12.090045,29,1.693774
297495,0.000312,105503,240422,60571,22964.655034,2512,317.463326,2383,301.160473,290,36.649827,129,16.302854,29,3.664983
297496,0.000304,148333,336047,84873,22887.152555,3437,308.944514,3238,291.056834,425,38.202333,199,17.887681,32,2.876411
297497,0.000312,100818,224249,57061,22639.211252,2315,306.162259,2192,289.895323,284,37.559431,123,16.266936,18,2.380527
297498,0.000267,100514,220211,55214,21972.660525,2246,297.935279,2131,282.680356,265,35.152649,115,15.254923,25,3.316288
297499,0.000312,103056,222046,56286,21846.762925,2260,292.397661,2146,277.648398,274,35.449982,114,14.749263,26,3.363867
297501,0.000294,110968,230081,58029,20917.381587,2436,292.696994,2308,277.317185,302,36.286737,128,15.379809,20,2.403095
297502,0.000312,108440,225279,56842,20967.170786,2311,284.150990,2204,270.994713,245,30.124185,107,13.156277,19,2.336161
297503,0.000250,27153,55948,14209,20931.757080,559,274.493917,528,259.271535,64,31.426853,31,15.222382,3,1.473134
297557,0.000316,259838,595260,149442,23005.411064,6126,314.349710,5783,296.749000,731,37.510551,343,17.600710,55,2.822271
297562,0.000200,345416,499426,126329,14629.200732,5160,199.180119,4937,190.572141,606,23.392084,223,8.607978,39,1.505431
297605,0.000182,21232,26606,6739,12695.930671,295,185.254961,275,172.695303,33,20.723436,20,12.559658,6,3.767898
