#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,5217,737.340866,4797,677.980475,618,87.344576,420,59.360392,57,8.056053
297048,0.000133,95186,169368,42645,17920.702624,5331,746.748471,4891,685.114758,549,76.902065,440,61.633714,62,8.684751
297049,0.000133,97896,170911,43421,17741.685054,5223,711.367165,4830,657.840974,614,83.626161,393,53.526191,61,8.308137
297050,0.000182,72702,124860,31644,17410.250062,3818,700.209990,3512,644.090488,429,78.677340,306,56.119502,50,9.169853
297281,0.000294,109872,263203,66110,24068.006407,6609,802.024174,6063,735.765254,790,95.869133,546,66.258919,90,10.921800
297282,0.000250,96621,229880,57763,23913.227973,5715,788.648430,5243,723.514212,671,92.595468,472,65.134219,60,8.279774
297283,0.000267,94768,222625,56493,23844.757724,5713,803.787495,5215,733.721650,644,90.607237,498,70.065845,68,9.567224
297284,0.000250,98380,227785,57447,23357.186420,5778,783.085993,5271,714.372840,640,86.738497,507,68.713153,76,10.300197
297285,0.000200,127208,208436,52877,16626.941702,5210,546.087248,4778,500.807077,596,62.469866,432,45.280171,58,6.079282
297286,0.000222,54003,120672,30606,22669.851675,3121,770.574474,2857,705.392910,323,79.748656,264,65.181564,37,9.135295
297287,0.000250,96023,212202,53822,22420.461764,5361,744.404986,4908,681.503390,612,84.979640,453,62.901596,75,10.414172
297288,0.000267,93899,204495,51844,22085.006230,5308,753.717647,4823,684.849324,615,87.327874,485,68.868323,78,11.075730
297289,0.000267,93859,201332,50576,21554.033177,5207,739.691097,4741,673.492508,581,82.535150,466,66.198589,63,8.949595
297290,0.000267,92673,195804,50180,21658.951367,4983,716.929418,4590,660.386520,596,85.749535,393,56.542898,67,9.639629
297291,0.000235,106074,222231,56499,21305.503705,5686,714.721169,5212,655.140122,638,80.195587,474,59.581047,57,7.164809
297494,0.000286,228287,380048,95696,16767.665263,9263,541.014892,8486,495.633421,1088,63.545741,777,45.381472,116,6.775097
297495,0.000312,105503,240422,60571,22964.655034,5878,742.854074,5399,682.318670,681,86.063903,479,60.535403,77,9.731161
297496,0.000304,148333,336047,84873,22887.152555,8208,737.799411,7509,674.967809,1004,90.247394,699,62.831602,115,10.337102
297497,0.000312,100818,224249,57061,22639.211252,5512,728.970356,5092,673.424719,659,87.153749,420,55.545637,51,6.744827
297498,0.000267,100514,220211,55214,21972.660525,5480,726.930245,4994,662.461614,601,79.723554,486,64.468631,76,10.081514
297499,0.000312,103056,222046,56286,21846.762925,5366,694.250375,4914,635.770843,624,80.732805,452,58.479532,75,9.703462
297501,0.000294,110968,230081,58029,20917.381587,5598,672.626343,5149,618.676856,659,79.181986,449,53.949487,61,7.329440
297502,0.000312,108440,225279,56842,20967.170786,5550,682.405017,5109,628.181483,591,72.666913,441,54.223534,72,8.852822
297503,0.000250,27153,55948,14209,20931.757080,1300,638.357947,1203,590.726623,156,76.602954,97,47.631324,16,7.856713
297557,0.000316,259838,595260,149442,23005.411064,14489,743.488892,13228,678.781908,1666,85.489164,1261,64.706984,190,9.749665
297562,0.000200,345416,499426,126329,14629.200732,12231,472.126364,11348,438.041859,1401,54.079718,883,34.084505,113,4.361890
297605,0.000182,21232,26606,6739,12695.930671,654,410.700829,599,376.161768,72,45.214770,55,34.539061,14,8.791761
