#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,13833,1955.076904,10894,1539.695495,1379,194.899953,2939,415.381408,398,56.251038
297048,0.000133,95186,169368,42645,17920.702624,13897,1946.644815,10938,1532.158090,1269,177.757233,2959,414.486724,416,58.271875
297049,0.000133,97896,170911,43421,17741.685054,14065,1915.638365,11244,1531.421100,1366,186.047779,2821,384.217265,400,54.479584
297050,0.000182,72702,124860,31644,17410.250062,10214,1873.217610,8118,1488.817364,993,182.113284,2096,384.400246,288,52.818354
297281,0.000294,109872,263203,66110,24068.006407,17478,2121.013543,13834,1678.802000,1798,218.193292,3644,442.211543,583,70.748993
297282,0.000250,96621,229880,57763,23913.227973,15196,2096.990647,11974,1652.366808,1481,204.372410,3222,444.623840,471,64.996222
297283,0.000267,94768,222625,56493,23844.757724,14917,2098.739378,11814,1662.164444,1475,207.524340,3103,436.574934,415,58.388204
297284,0.000250,98380,227785,57447,23357.186420,15172,2056.244494,11922,1615.775564,1448,196.245849,3250,440.468930,498,67.493393
297285,0.000200,127208,208436,52877,16626.941702,13732,1439.322474,10874,1139.760602,1402,146.950926,2858,299.561872,403,42.240530
297286,0.000222,54003,120672,30606,22669.851675,7972,1968.285713,6298,1554.975341,758,187.150097,1674,413.310372,237,58.515268
297287,0.000250,96023,212202,53822,22420.461764,13969,1939.674175,11012,1529.078103,1426,198.008116,2957,410.596072,406,56.375382
297288,0.000267,93899,204495,51844,22085.006230,13823,1962.818205,10932,1552.306201,1399,198.653163,2891,410.512004,444,63.046465
297289,0.000267,93859,201332,50576,21554.033177,13690,1944.761113,10855,1542.029356,1306,185.526517,2835,402.731757,365,51.850826
297290,0.000267,92673,195804,50180,21658.951367,12998,1870.088016,10359,1490.401735,1356,195.094580,2639,379.686280,368,52.946022
297291,0.000235,106074,222231,56499,21305.503705,14820,1862.850463,11635,1462.501021,1470,184.776665,3185,400.349442,414,52.039142
297494,0.000286,228287,380048,95696,16767.665263,24328,1420.901468,19186,1120.577752,2437,142.335452,5142,300.323715,728,42.519577
297495,0.000312,105503,240422,60571,22964.655034,15301,1933.720684,12181,1539.419100,1555,196.518898,3120,394.301584,412,52.068030
297496,0.000304,148333,336047,84873,22887.152555,21343,1918.476221,16902,1519.284313,2185,196.404936,4441,399.191908,615,55.281023
297497,0.000312,100818,224249,57061,22639.211252,14320,1893.841708,11354,1501.583712,1513,200.096544,2966,392.257996,454,60.042188
297498,0.000267,100514,220211,55214,21972.660525,14098,1870.120912,11162,1480.656094,1391,184.518243,2936,389.464818,432,57.305450
297499,0.000312,103056,222046,56286,21846.762925,14080,1821.663303,11108,1437.147441,1368,176.991150,2972,384.515862,432,55.891942
297501,0.000294,110968,230081,58029,20917.381587,14802,1778.530748,11709,1406.892077,1466,176.146877,3093,371.638671,390,46.860356
297502,0.000312,108440,225279,56842,20967.170786,14432,1774.498955,11430,1405.385467,1425,175.212099,3002,369.113488,434,53.362843
297503,0.000250,27153,55948,14209,20931.757080,3554,1745.172418,2833,1391.129280,390,191.507384,721,354.043138,114,55.979082
297557,0.000316,259838,595260,149442,23005.411064,38142,1957.219498,30055,1542.242987,3806,195.301175,8087,414.976511,1146,58.805871
297562,0.000200,345416,499426,126329,14629.200732,31972,1234.144722,25612,988.643645,3154,121.746918,6360,245.501077,913,35.242529
297605,0.000182,21232,26606,6739,12695.930671,1699,1066.942979,1355,850.916855,168,105.501130,344,216.026124,59,37.050992
