#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,2992,422.872124,2891,408.597363,237,33.496221,101,14.274761,11,1.554677
297048,0.000133,95186,169368,42645,17920.702624,3179,445.303581,3059,428.494386,217,30.396627,120,16.809195,15,2.101149
297049,0.000133,97896,170911,43421,17741.685054,3089,420.718586,2975,405.191904,218,29.691373,114,15.526681,9,1.225791
297050,0.000182,72702,124860,31644,17410.250062,2213,405.857702,2117,388.251584,175,32.094486,96,17.606118,17,3.117750
297281,0.000294,109872,263203,66110,24068.006407,3867,469.273336,3699,448.885976,313,37.983593,168,20.387360,17,2.063007
297282,0.000250,96621,229880,57763,23913.227973,3441,474.845013,3292,454.283575,240,33.119094,149,20.561438,13,1.793951
297283,0.000267,94768,222625,56493,23844.757724,3295,463.588272,3151,443.328268,270,37.987506,144,20.260003,13,1.829028
297284,0.000250,98380,227785,57447,23357.186420,3455,468.252355,3294,446.432202,260,35.237514,161,21.820153,23,3.117165
297285,0.000200,127208,208436,52877,16626.941702,3098,324.717523,2981,312.454143,246,25.784542,117,12.263380,6,0.628891
297286,0.000222,54003,120672,30606,22669.851675,1688,416.766970,1634,403.434377,119,29.381084,54,13.332593,6,1.481399
297287,0.000250,96023,212202,53822,22420.461764,3025,420.038255,2891,401.431601,206,28.604258,134,18.606653,19,2.638257
297288,0.000267,93899,204495,51844,22085.006230,3050,433.089454,2911,413.351935,208,29.535281,139,19.737519,11,1.561962
297289,0.000267,93859,201332,50576,21554.033177,2975,422.619745,2861,406.425241,233,33.099294,114,16.194505,9,1.278514
297290,0.000267,92673,195804,50180,21658.951367,2925,420.834547,2819,405.583791,234,33.666764,106,15.250756,10,1.438751
297291,0.000235,106074,222231,56499,21305.503705,3364,422.849457,3248,408.268442,273,34.315666,116,14.581016,25,3.142460
297494,0.000286,228287,380048,95696,16767.665263,5498,321.116256,5300,309.551865,416,24.296901,198,11.564390,22,1.284932
297495,0.000312,105503,240422,60571,22964.655034,3444,435.248287,3311,418.439918,246,31.089163,133,16.808369,19,2.401196
297496,0.000304,148333,336047,84873,22887.152555,4825,433.708840,4623,415.551496,377,33.887717,202,18.157344,20,1.797757
297497,0.000312,100818,224249,57061,22639.211252,3261,431.272193,3126,413.418239,271,35.840161,135,17.853955,14,1.851521
297498,0.000267,100514,220211,55214,21972.660525,3001,398.087165,2887,382.964894,206,27.326210,114,15.122272,15,1.989773
297499,0.000312,103056,222046,56286,21846.762925,3107,401.982094,2980,385.550898,219,28.334110,127,16.431196,10,1.293795
297501,0.000294,110968,230081,58029,20917.381587,3213,386.057242,3084,370.557278,259,31.120083,129,15.499964,16,1.922476
297502,0.000312,108440,225279,56842,20967.170786,3228,396.901512,3108,382.146809,240,29.509406,120,14.754703,14,1.721382
297503,0.000250,27153,55948,14209,20931.757080,801,393.326704,758,372.211788,52,25.534318,43,21.114917,4,1.964178
297557,0.000316,259838,595260,149442,23005.411064,8536,438.016508,8174,419.440831,648,33.251487,362,18.575677,33,1.693363
297562,0.000200,345416,499426,126329,14629.200732,6924,267.271927,6697,258.509546,543,20.960233,227,8.762381,37,1.428230
297605,0.000182,21232,26606,6739,12695.930671,358,224.817885,344,216.026124,27,16.955539,14,8.791761,0,0.000000
