#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,169328,42945,18208.800178,3516,496.931280,3315,468.523092,428,60.491066,201,28.408187,34,4.805365
297048,0.000133,95186,169368,42645,17920.702624,3550,497.272008,3316,464.494078,345,48.326435,234,32.777930,34,4.762605
297049,0.000133,97896,170911,43421,17741.685054,3522,479.692735,3301,449.592765,417,56.794966,221,30.099970,35,4.766964
297050,0.000182,72702,124860,31644,17410.250062,2575,472.247439,2410,441.986924,299,54.835722,165,30.260516,35,6.418897
297281,0.000294,109872,263203,66110,24068.006407,4398,533.711956,4123,500.339789,532,64.559973,275,33.372166,56,6.795787
297282,0.000250,96621,229880,57763,23913.227973,3834,529.077530,3590,495.406451,431,59.476373,244,33.671079,30,4.139887
297283,0.000267,94768,222625,56493,23844.757724,3833,539.281895,3570,502.279250,448,63.031122,263,37.002645,36,5.065001
297284,0.000250,98380,227785,57447,23357.186420,3884,526.394254,3614,489.801450,442,59.903774,270,36.592803,44,5.963272
297285,0.000200,127208,208436,52877,16626.941702,3479,364.652118,3266,342.326478,401,42.030900,213,22.325640,28,2.934826
297286,0.000222,54003,120672,30606,22669.851675,2097,517.749014,1953,482.195434,216,53.330371,144,35.553580,19,4.691097
297287,0.000250,96023,212202,53822,22420.461764,3590,498.491681,3364,467.110310,414,57.486227,226,31.381370,42,5.831936
297288,0.000267,93899,204495,51844,22085.006230,3513,498.833853,3260,462.908728,406,57.650596,253,35.925125,42,5.963855
297289,0.000267,93859,201332,50576,21554.033177,3483,494.784730,3269,464.384520,415,58.953679,214,30.400210,31,4.403769
297290,0.000267,92673,195804,50180,21658.951367,3405,489.894576,3185,458.242063,424,61.003025,220,31.652513,38,5.467252
297291,0.000235,106074,222231,56499,21305.503705,3871,486.578552,3626,455.782441,427,53.673222,245,30.796111,28,3.519556
297494,0.000286,228287,380048,95696,16767.665263,6152,359.313788,5741,335.308917,742,43.337261,411,24.004871,57,3.329143
297495,0.000312,105503,240422,60571,22964.655034,3956,499.954188,3708,468.612267,449,56.744042,248,31.341921,47,5.939800
297496,0.000304,148333,336047,84873,22887.152555,5543,498.248311,5188,466.338127,676,60.764181,355,31.910184,57,5.123607
297497,0.000312,100818,224249,57061,22639.211252,3727,492.901400,3514,464.731827,469,62.025961,213,28.169573,29,3.835294
297498,0.000267,100514,220211,55214,21972.660525,3640,482.851477,3407,451.943676,396,52.529996,233,30.907801,42,5.571363
297499,0.000312,103056,222046,56286,21846.762925,3610,467.059980,3378,437.043937,436,56.409460,232,30.016043,46,5.951457
297501,0.000294,110968,230081,58029,20917.381587,3850,462.595823,3606,433.278062,472,56.713046,244,29.317761,39,4.686036
297502,0.000312,108440,225279,56842,20967.170786,3689,453.584163,3480,427.886389,393,48.321653,209,25.697774,31,3.811632
297503,0.000250,27153,55948,14209,20931.757080,868,426.226691,818,401.674462,98,48.122368,50,24.552229,6,2.946267
297557,0.000316,259838,595260,149442,23005.411064,9729,499.234138,9076,465.726081,1144,58.703243,653,33.508058,100,5.131402
297562,0.000200,345416,499426,126329,14629.200732,8223,317.414364,7775,300.121207,946,36.516355,448,17.293158,63,2.431850
297605,0.000182,21232,26606,6739,12695.930671,448,281.336348,419,263.124843,59,37.050992,29,18.211505,8,5.023863
