#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,36966,17221,2768.671774,3090,496.788559,3477,559.007709,1746,280.709652,1354,217.686637,1731,278.298057,594,95.499160
305746,0.022475,240933,36800,18696,3103.933459,3040,504.704627,3363,558.329494,1656,274.931205,1219,202.379915,1707,283.398289,369,61.261845
305747,0.023100,63059,8942,4213,2672.417894,737,467.498692,823,522.050778,394,249.924674,313,198.544220,429,272.126104,137,86.902742
305748,0.022500,61438,9403,4701,3060.646505,746,485.692894,808,526.058791,401,261.076207,240,156.255086,407,264.982584,47,30.599954
305749,0.022200,61041,9401,4887,3202.437706,722,473.124621,844,553.070887,436,285.709605,299,195.933881,408,267.361282,56,36.696647
305750,0.024111,60062,8500,4187,2788.451933,740,492.824082,822,547.434318,406,270.387266,332,221.104858,416,277.047051,123,81.915354
305751,0.022300,62092,8547,4086,2632.223153,752,484.442440,801,516.008504,375,241.577015,303,195.194228,426,274.431489,142,91.477163
305752,0.022200,61887,8752,4382,2832.258794,747,482.815454,862,557.144473,448,289.560005,369,238.499200,414,267.584468,130,84.024108
305753,0.021500,60433,8232,3961,2621.746397,715,473.251369,818,541.426042,428,283.288932,358,236.956630,390,258.137111,129,85.383813
305754,0.021600,61122,8461,4206,2752.527731,686,448.938189,795,520.270934,398,260.462681,313,204.836229,397,259.808252,127,83.112464
305755,0.021700,61475,8635,4263,2773.810492,706,459.373729,768,499.715331,380,247.254982,323,210.166734,388,252.460350,136,88.491257
305756,0.023471,113035,16934,8119,2873.092405,1317,466.050338,1465,518.423497,729,257.973194,374,132.348388,736,260.450303,60,21.232362
305757,0.021842,1717374,214242,102433,2385.805305,16988,395.673860,18987,442.233317,9406,219.078663,5456,127.077736,9581,223.154654,1652,38.477350
305758,0.002923,626302,11710,5641,360.273478,773,49.369154,876,55.947450,437,27.909858,364,23.247571,439,28.037592,110,7.025365
306029,0.275000,259155,59937,15862,2448.264552,894,137.986919,1139,175.802126,640,98.782582,464,71.617372,499,77.019544,162,25.004341
306091,0.381910,1782405,1631630,432138,9697.863280,24961,560.164497,29870,670.330256,16024,359.604018,11447,256.888866,13846,310.726238,4401,98.765432
306126,0.041094,1521414,164274,43491,1143.436303,2570,67.568722,2955,77.690885,1576,41.435139,1108,29.130795,1379,36.255746,466,12.251761
306139,0.085532,653362,143610,37964,2324.224549,2189,134.014528,2544,155.748268,1385,84.792198,964,59.017819,1159,70.956070,394,24.121391
306425,0.243153,986696,603070,159823,6479.118188,9357,379.326561,10728,434.905989,5678,230.182346,4084,165.562645,5050,204.723643,1577,63.930532
306432,0.018331,1416543,71555,19036,537.533982,987,27.870668,1125,31.767479,594,16.773229,445,12.565803,531,14.994250,177,4.998083
306458,0.232209,689146,415471,109854,6376.239578,6600,383.082830,7497,435.147269,3942,228.804927,2805,162.810203,3555,206.342343,1147,66.575152
306459,0.219250,11327,6253,1644,5805.597246,98,346.075748,117,413.172067,66,233.071422,42,148.318178,51,180.100644,15,52.970778
