#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,2526,357.010356,1200,169.601119,7,0.989340,1326,187.409237,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,2533,354.814083,1164,163.049188,10,1.400766,1369,191.764895,4,0.560306
297049,0.000133,97896,3562,14546,5943.450192,2688,366.102803,1249,170.112500,23,3.132576,1439,195.990303,2,0.272398
297050,0.000182,72702,2494,10617,5841.379880,1920,352.122363,950,174.227211,8,1.467177,970,177.895152,3,0.550191
297281,0.000294,109872,5354,22316,8124.362895,3206,389.058784,1497,181.665939,12,1.456240,1709,207.392845,3,0.364060
297282,0.000250,96621,4679,19688,8150.609081,2747,379.075632,1279,176.497173,6,0.827977,1468,202.578459,5,0.689981
297283,0.000267,94768,4581,19270,8133.547189,2843,399.994372,1332,187.405031,8,1.125556,1511,212.589341,2,0.281389
297284,0.000250,98380,4527,19362,7872.331775,2882,390.594294,1375,186.352240,13,1.761876,1507,204.242055,3,0.406587
297285,0.000200,127208,4256,17930,5638.010188,2716,284.678112,1244,130.390122,11,1.152967,1472,154.287990,4,0.419261
297286,0.000222,54003,2486,10480,7762.531711,1489,367.633897,678,167.398108,7,1.728299,811,200.235789,1,0.246900
297287,0.000250,96023,4313,18246,7600.679004,2622,364.079439,1209,167.876446,8,1.110845,1413,196.202993,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,2444,347.039550,1155,164.006006,7,0.993976,1289,183.033543,1,0.141997
297289,0.000267,93859,4158,17132,7301.164513,2490,353.722072,1164,165.354415,9,1.278514,1326,188.367658,3,0.426171
297290,0.000267,92673,4026,17118,7388.559775,2493,358.680522,1183,170.204195,8,1.151000,1310,188.476327,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,2817,354.092426,1294,162.653745,14,1.759778,1523,191.438681,3,0.377095
297494,0.000286,228287,7641,32381,5673.735254,4606,269.018093,2159,126.098581,12,0.700872,2447,142.919512,6,0.350436
297495,0.000312,105503,4921,20727,7858.354739,2771,350.195413,1308,165.303356,14,1.769302,1463,184.892057,5,0.631894
297496,0.000304,148333,6806,28827,7773.590502,3936,353.798548,1844,165.753181,19,1.707869,2092,188.045366,1,0.089888
297497,0.000312,100818,4556,19438,7712.114900,2669,352.979296,1278,169.017437,11,1.454767,1391,183.961859,4,0.529006
297498,0.000267,100514,4385,19102,7601.727123,2673,354.577472,1201,159.314457,14,1.857121,1472,195.263015,10,1.326515
297499,0.000312,103056,4472,19205,7454.199658,2663,344.537598,1271,164.441339,11,1.423174,1392,180.096258,2,0.258759
297501,0.000294,110968,4576,19854,7156.657775,2763,331.987600,1265,151.995771,21,2.523250,1498,179.991829,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,2754,338.620435,1260,154.924382,14,1.721382,1494,183.696053,4,0.491823
297503,0.000250,27153,1131,4946,7286.119397,609,299.046146,285,139.947704,2,0.982089,324,159.098442,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,7376,378.492240,3435,176.263672,34,1.744677,3941,202.228568,8,0.410512
297562,0.000200,345416,10022,43242,5007.527156,5949,229.636149,2829,109.201658,36,1.389629,3120,120.434491,5,0.193004
297605,0.000182,21232,546,2292,4318.010550,284,178.347149,127,79.753831,0,0.000000,157,98.593318,1,0.627983
