#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,119,16.818778,103,14.557429,0,0.000000,16,2.261348,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,100,14.007662,91,12.746973,1,0.140077,9,1.260690,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,125,17.024870,104,14.164692,1,0.136199,21,2.860178,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,87,15.955545,74,13.571383,1,0.183397,13,2.384162,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,169,20.508713,148,17.960293,2,0.242707,21,2.548420,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,133,18.353498,112,15.455577,1,0.137996,21,2.897921,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,123,17.305420,107,15.054308,0,0.000000,16,2.251111,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,131,17.754286,114,15.450295,0,0.000000,17,2.303991,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,127,13.311532,112,11.739304,3,0.314446,15,1.572228,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,77,19.011289,65,16.048491,1,0.246900,12,2.962798,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,101,14.024418,89,12.358150,2,0.277711,12,1.666267,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,129,18.317554,108,15.335627,0,0.000000,21,2.981927,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,132,18.751532,118,16.762733,1,0.142057,14,1.988799,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,101,14.531381,85,12.229380,2,0.287750,16,2.302001,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,150,18.854762,127,15.963698,1,0.125698,23,2.891063,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,238,13.900631,204,11.914827,1,0.058406,34,1.985804,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,131,16.555611,115,14.533552,3,0.379136,16,2.022059,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,202,18.157344,182,16.359587,4,0.359551,20,1.797757,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,119,15.737930,99,13.092900,0,0.000000,20,2.645030,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,125,16.581438,109,14.459014,3,0.397955,16,2.122424,2,0.265303
297499,0.000312,103056,4472,19205,7454.199658,127,16.431196,113,14.619883,2,0.258759,14,1.811313,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,129,15.499964,107,12.856559,0,0.000000,22,2.643405,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,112,13.771056,95,11.680807,2,0.245912,17,2.090250,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,32,15.713426,28,13.749248,1,0.491045,4,1.964178,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,373,19.140131,317,16.266546,2,0.102628,56,2.873585,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,297,11.464437,259,9.997607,5,0.193004,38,1.466830,2,0.077202
297605,0.000182,21232,546,2292,4318.010550,19,11.931675,14,8.791761,0,0.000000,5,3.139915,1,0.627983
