#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,142,20.069466,122,17.242780,1,0.141334,20,2.826685,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,159,22.272183,137,19.190497,1,0.140077,22,3.081686,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,164,22.336629,149,20.293645,3,0.408597,15,2.042984,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,112,20.540471,91,16.689133,0,0.000000,21,3.851338,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,199,24.149313,173,20.994126,1,0.121353,26,3.155187,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,160,22.079396,137,18.905483,1,0.137996,23,3.173913,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,184,25.887782,168,23.636671,1,0.140694,16,2.251111,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,190,25.750491,177,23.988616,2,0.271058,13,1.761876,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,151,15.827097,139,14.569314,2,0.209630,12,1.257783,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,76,18.764390,69,17.036091,1,0.246900,7,1.728299,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,172,23.883167,147,20.411776,2,0.277711,25,3.471391,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,146,20.731495,120,17.039585,0,0.000000,26,3.691910,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,153,21.734730,134,19.035646,1,0.142057,19,2.699084,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,143,20.574133,132,18.991508,1,0.143875,11,1.582626,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,168,21.117333,150,18.854762,1,0.125698,18,2.262571,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,275,16.061653,246,14.367879,0,0.000000,29,1.693774,1,0.058406
297495,0.000312,105503,4921,20727,7858.354739,152,19.209564,140,17.693020,1,0.126379,12,1.516545,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,228,20.494428,204,18.337120,0,0.000000,24,2.157308,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,169,22.350506,143,18.911967,2,0.264503,26,3.438539,1,0.132252
297498,0.000267,100514,4385,19102,7601.727123,151,20.030377,132,17.509999,2,0.265303,19,2.520379,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,154,19.924442,140,18.113129,1,0.129379,14,1.811313,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,167,20.065845,146,17.542595,0,0.000000,21,2.523250,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,162,19.918849,145,17.828600,1,0.122956,17,2.090250,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,36,17.677605,33,16.204471,0,0.000000,3,1.473134,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,424,21.757146,368,18.883561,3,0.153942,56,2.873585,1,0.051314
297562,0.000200,345416,10022,43242,5007.527156,332,12.815465,297,11.464437,5,0.193004,35,1.351028,1,0.038601
297605,0.000182,21232,546,2292,4318.010550,24,15.071590,23,14.443607,0,0.000000,1,0.627983,0,0.000000
