#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,216,30.528201,190,26.853511,2,0.282669,26,3.674691,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,188,26.334405,158,22.132106,1,0.140077,30,4.202299,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,201,27.375991,164,22.336629,2,0.272398,37,5.039361,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,139,25.492192,113,20.723868,2,0.366794,26,4.768324,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,263,31.915926,224,27.183146,3,0.364060,39,4.732780,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,221,30.497166,180,24.839321,1,0.137996,41,5.657845,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,205,28.842366,177,24.902921,0,0.000000,28,3.939445,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,223,30.222945,187,25.343905,2,0.271058,36,4.879040,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,212,22.220825,182,19.076368,4,0.419261,30,3.144456,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,112,27.652785,92,22.714787,2,0.493800,20,4.937997,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,194,26.937991,167,23.188889,2,0.277711,27,3.749102,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,210,29.819274,176,24.991391,1,0.141997,34,4.827882,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,207,29.405811,179,25.428213,2,0.284114,28,3.977598,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,188,27.048511,157,22.588384,2,0.287750,31,4.460127,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,240,30.167619,205,25.768174,1,0.125698,35,4.399444,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,384,22.427909,316,18.456300,3,0.175218,68,3.971609,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,229,28.940725,196,24.770228,5,0.631894,33,4.170498,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,339,30.471979,296,26.606801,5,0.449439,43,3.865177,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,198,26.185800,164,21.689249,2,0.264503,34,4.496552,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,217,28.785376,183,24.275225,3,0.397955,34,4.510151,4,0.530606
297499,0.000312,103056,4472,19205,7454.199658,224,28.981007,195,25.229002,2,0.258759,29,3.752005,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,231,27.755749,196,23.550333,0,0.000000,35,4.205417,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,193,23.730481,165,20.287717,3,0.368868,28,3.442764,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,52,25.534318,46,22.588050,1,0.491045,6,2.946267,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,596,30.583158,507,26.016210,3,0.153942,89,4.566948,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,493,19.030194,416,16.057932,7,0.270206,77,2.972261,2,0.077202
297605,0.000182,21232,546,2292,4318.010550,28,17.583522,21,13.187641,0,0.000000,7,4.395880,1,0.627983
