#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,1245,175.961161,883,124.798157,8,1.130674,362,51.163004,5,0.706671
297048,0.000133,95186,3319,14180,5958.859496,1203,168.512176,861,120.605971,4,0.560306,342,47.906205,5,0.700383
297049,0.000133,97896,3562,14546,5943.450192,1214,165.345537,868,118.220697,13,1.770586,346,47.124840,4,0.544796
297050,0.000182,72702,2494,10617,5841.379880,893,163.773578,587,107.654076,11,2.017368,306,56.119502,6,1.100382
297281,0.000294,109872,5354,22316,8124.362895,1520,184.457065,1067,129.484006,13,1.577593,453,54.973060,3,0.364060
297282,0.000250,96621,4679,19688,8150.609081,1260,173.875245,869,119.918720,5,0.689981,391,53.956524,4,0.551985
297283,0.000267,94768,4581,19270,8133.547189,1281,180.229613,899,126.484327,9,1.266250,382,53.745287,3,0.422083
297284,0.000250,98380,4527,19362,7872.331775,1314,178.084977,923,125.093176,9,1.219760,391,52.991801,13,1.761876
297285,0.000200,127208,4256,17930,5638.010188,1276,133.744209,909,95.277027,9,0.943337,367,38.467182,5,0.524076
297286,0.000222,54003,2486,10480,7762.531711,651,160.731811,486,119.993334,8,1.975199,165,40.738477,1,0.246900
297287,0.000250,96023,4313,18246,7600.679004,1276,177.179773,928,128.858017,17,2.360546,348,48.321756,9,1.249701
297288,0.000267,93899,4067,17605,7499.547386,1174,166.703941,844,119.845082,11,1.561962,330,46.858859,3,0.425990
297289,0.000267,93859,4158,17132,7301.164513,1180,167.627328,851,120.890556,9,1.278514,329,46.736772,6,0.852342
297290,0.000267,92673,4026,17118,7388.559775,1174,168.909319,831,119.560174,11,1.582626,343,49.349145,6,0.863250
297291,0.000235,106074,4568,19164,7226.653091,1281,161.019666,914,114.888348,10,1.256984,367,46.131317,3,0.377095
297494,0.000286,228287,7641,32381,5673.735254,2141,125.047272,1553,90.704537,20,1.168120,588,34.342735,8,0.467248
297495,0.000312,105503,4921,20727,7858.354739,1265,159.869072,935,118.164096,5,0.631894,330,41.704975,9,1.137408
297496,0.000304,148333,6806,28827,7773.590502,1854,166.652060,1346,120.989036,13,1.168542,508,45.663024,10,0.898878
297497,0.000312,100818,4556,19438,7712.114900,1345,177.878289,959,126.829204,11,1.454767,386,51.049085,10,1.322515
297498,0.000267,100514,4385,19102,7601.727123,1229,163.028699,917,121.641430,12,1.591818,312,41.387269,4,0.530606
297499,0.000312,103056,4472,19205,7454.199658,1283,165.993893,933,120.711070,11,1.423174,350,45.282824,9,1.164415
297501,0.000294,110968,4576,19854,7156.657775,1267,152.236080,933,112.104390,11,1.321702,334,40.131690,4,0.480619
297502,0.000312,108440,4474,19290,7115.455551,1298,159.596705,886,108.938891,7,0.860691,412,50.657814,7,0.860691
297503,0.000250,27153,1131,4946,7286.119397,298,146.331283,223,109.502940,8,3.928357,75,36.828343,4,1.964178
297557,0.000316,259838,11993,51015,7853.354783,3370,172.928260,2381,122.178691,23,1.180223,989,50.749570,19,0.974966
297562,0.000200,345416,10022,43242,5007.527156,2741,105.804788,2005,77.394601,27,1.042222,736,28.410188,9,0.347407
297605,0.000182,21232,546,2292,4318.010550,155,97.337352,107,67.194172,1,0.627983,48,30.143180,0,0.000000
