#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,173,24.450828,147,20.776137,1,0.141334,26,3.674691,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,191,26.754635,168,23.532872,2,0.280153,23,3.221762,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,188,25.605404,168,22.881425,4,0.544796,20,2.723979,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,117,21.457456,95,17.422721,1,0.183397,22,4.034735,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,227,27.547206,198,24.027960,1,0.121353,29,3.519247,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,181,24.977317,154,21.251419,1,0.137996,27,3.725898,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,198,27.857505,179,25.184310,1,0.140694,19,2.673195,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,216,29.274243,202,27.376838,2,0.271058,14,1.897405,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,176,18.447477,160,16.770434,2,0.209630,16,1.677043,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,91,22.467888,82,20.245789,1,0.246900,9,2.222099,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,197,27.354557,169,23.466600,3,0.416567,28,3.887957,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,165,23.429429,136,19.311530,0,0.000000,29,4.117900,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,173,24.575871,151,21.450616,2,0.284114,22,3.125255,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,165,23.739385,151,21.725134,2,0.287750,14,2.014251,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,191,24.008397,168,21.117333,1,0.125698,23,2.891063,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,319,18.631518,288,16.820932,2,0.116812,31,1.810586,1,0.058406
297495,0.000312,105503,4921,20727,7858.354739,178,22.495411,162,20.473351,1,0.126379,16,2.022059,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,266,23.910166,241,21.662970,0,0.000000,25,2.247196,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,186,24.598782,159,21.027991,2,0.264503,27,3.570791,1,0.132252
297498,0.000267,100514,4385,19102,7601.727123,163,21.622195,142,18.836514,2,0.265303,21,2.785682,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,181,23.417689,160,20.700719,2,0.258759,21,2.716969,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,185,22.228630,161,19.344916,0,0.000000,24,2.883714,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,181,22.255010,160,19.672937,1,0.122956,21,2.582073,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,47,23.079095,43,21.114917,1,0.491045,4,1.964178,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,500,25.657012,439,22.526856,3,0.153942,61,3.130155,1,0.051314
297562,0.000200,345416,10022,43242,5007.527156,384,14.822707,344,13.278675,7,0.270206,40,1.544032,1,0.038601
297605,0.000182,21232,546,2292,4318.010550,30,18.839488,29,18.211505,0,0.000000,1,0.627983,0,0.000000
