#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,154,21.765477,136,19.221460,0,0.000000,18,2.544017,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,120,16.809195,105,14.708045,1,0.140077,15,2.101149,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,147,20.021247,121,16.480074,1,0.136199,26,3.541173,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,98,17.972912,80,14.671765,1,0.183397,18,3.301147,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,191,23.178486,167,20.266007,2,0.242707,24,2.912480,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,153,21.113423,128,17.663517,1,0.137996,25,3.449906,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,146,20.541392,126,17.727503,0,0.000000,20,2.813889,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,149,20.193806,130,17.618757,1,0.135529,19,2.575049,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,142,14.883760,126,13.206717,3,0.314446,16,1.677043,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,90,22.220988,75,18.517490,2,0.493800,15,3.703498,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,133,18.467798,114,15.829541,2,0.277711,19,2.638257,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,148,21.015488,126,17.891564,0,0.000000,22,3.123924,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,154,21.876787,139,19.745931,2,0.284114,15,2.130856,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,132,18.991508,113,16.257882,2,0.287750,19,2.733626,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,165,20.740238,139,17.472079,1,0.125698,26,3.268159,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,284,16.587307,242,14.134255,1,0.058406,42,2.453053,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,158,19.967837,137,17.313884,4,0.505515,21,2.653953,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,243,21.842746,216,19.415774,4,0.359551,27,2.426972,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,143,18.911967,120,15.870182,1,0.132252,23,3.041785,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,152,20.163029,132,17.509999,3,0.397955,20,2.653030,3,0.397955
297499,0.000312,103056,4472,19205,7454.199658,157,20.312581,137,17.724991,2,0.258759,20,2.587590,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,150,18.023214,126,15.139500,0,0.000000,24,2.883714,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,132,16.230173,111,13.648100,3,0.368868,21,2.582073,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,35,17.186560,31,15.222382,1,0.491045,4,1.964178,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,423,21.705832,362,18.575677,2,0.102628,61,3.130155,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,343,13.240074,300,11.580239,6,0.231605,43,1.659834,2,0.077202
297605,0.000182,21232,546,2292,4318.010550,22,13.815624,16,10.047727,0,0.000000,6,3.767898,1,0.627983
