#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,1470,207.761371,679,95.965967,4,0.565337,791,111.795405,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,1483,207.733630,709,99.314325,7,0.980536,774,108.419305,4,0.560306
297049,0.000133,97896,3562,14546,5943.450192,1550,211.108387,767,104.464602,15,2.042984,783,106.643785,1,0.136199
297050,0.000182,72702,2494,10617,5841.379880,1121,205.588109,563,103.252547,3,0.550191,558,102.335562,2,0.366794
297281,0.000294,109872,5354,22316,8124.362895,1870,226.930732,888,107.761759,10,1.213533,982,119.168972,3,0.364060
297282,0.000250,96621,4679,19688,8150.609081,1618,223.277893,770,106.257094,6,0.827977,848,117.020799,5,0.689981
297283,0.000267,94768,4581,19270,8133.547189,1640,230.738927,788,110.867241,5,0.703472,852,119.871687,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,1679,227.553026,825,111.811344,11,1.490818,854,115.741682,1,0.135529
297285,0.000200,127208,4256,17930,5638.010188,1561,163.616544,759,79.554745,10,1.048152,802,84.061799,4,0.419261
297286,0.000222,54003,2486,10480,7762.531711,881,217.518780,425,104.932442,4,0.987599,456,112.586338,1,0.246900
297287,0.000250,96023,4313,18246,7600.679004,1537,213.421090,721,100.114903,8,1.110845,816,113.306187,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,1469,208.592921,718,101.953517,6,0.851979,751,106.639403,1,0.141997
297289,0.000267,93859,4158,17132,7301.164513,1464,207.971532,685,97.309084,7,0.994399,779,110.662448,2,0.284114
297290,0.000267,92673,4026,17118,7388.559775,1417,203.870958,681,97.978915,5,0.719375,736,105.892043,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,1669,209.790649,783,98.421856,10,1.256984,886,111.368793,3,0.377095
297494,0.000286,228287,7641,32381,5673.735254,2710,158.280293,1303,76.103034,9,0.525654,1407,82.177259,5,0.292030
297495,0.000312,105503,4921,20727,7858.354739,1625,205.365408,791,99.965562,13,1.642923,834,105.399846,2,0.252757
297496,0.000304,148333,6806,28827,7773.590502,2303,207.011701,1116,100.314832,10,0.898878,1187,106.696869,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,1550,204.989850,747,98.791882,8,1.058012,803,106.197967,2,0.264503
297498,0.000267,100514,4385,19102,7601.727123,1552,205.875135,728,96.570295,8,1.061212,824,109.304840,7,0.928561
297499,0.000312,103056,4472,19205,7454.199658,1612,208.559747,775,100.269109,10,1.293795,837,108.290638,2,0.258759
297501,0.000294,110968,4576,19854,7156.657775,1691,203.181698,797,95.763343,15,1.802321,894,107.418355,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,1599,196.606418,719,88.405263,11,1.352514,880,108.201156,3,0.368868
297503,0.000250,27153,1131,4946,7286.119397,366,179.722314,171,83.968622,1,0.491045,195,95.753692,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,4297,220.496361,2059,105.655575,22,1.128909,2238,114.840785,3,0.153942
297562,0.000200,345416,10022,43242,5007.527156,3479,134.292177,1730,66.779381,21,0.810617,1749,67.512796,5,0.193004
297605,0.000182,21232,546,2292,4318.010550,169,106.129113,81,50.866616,0,0.000000,88,55.262497,1,0.627983
