#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,297,41.976277,243,34.344227,3,0.424003,54,7.632050,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,294,41.182527,255,35.719539,2,0.280153,39,5.462988,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,290,39.497698,248,33.777342,6,0.817194,42,5.720356,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,191,35.028839,159,29.160133,4,0.733588,32,5.868706,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,362,43.929906,313,37.983593,1,0.121353,49,5.946313,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,286,39.466921,243,33.533083,1,0.137996,43,5.933838,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,319,44.881535,280,39.394451,3,0.422083,39,5.487084,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,325,44.046893,295,39.981026,2,0.271058,30,4.065867,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,283,29.662705,253,26.518248,3,0.314446,30,3.144456,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,156,38.516379,136,33.578381,3,0.740700,20,4.937997,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,309,42.906387,262,36.380173,5,0.694278,47,6.526214,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,263,37.345091,218,30.955246,1,0.141997,45,6.389844,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,283,40.202147,249,35.372207,2,0.284114,34,4.829940,1,0.142057
297290,0.000267,92673,4026,17118,7388.559775,263,37.839140,238,34.242264,4,0.575500,25,3.596876,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,306,38.463714,268,33.687174,1,0.125698,38,4.776540,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,496,28.969382,444,25.932269,6,0.350436,52,3.037113,1,0.058406
297495,0.000312,105503,4921,20727,7858.354739,295,37.281720,263,33.237601,1,0.126379,32,4.044119,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,419,37.663006,373,33.528165,2,0.179776,46,4.134841,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,312,41.262473,269,35.575658,5,0.661258,43,5.686815,2,0.264503
297498,0.000267,100514,4385,19102,7601.727123,268,35.550603,235,31.173104,2,0.265303,33,4.377500,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,288,37.261295,253,32.733012,2,0.258759,35,4.528282,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,296,35.565809,261,31.360392,4,0.480619,35,4.205417,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,297,36.517890,257,31.599656,1,0.122956,40,4.918234,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,68,33.391031,61,29.953719,1,0.491045,7,3.437312,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,767,39.357856,654,33.559372,7,0.359198,113,5.798485,2,0.102628
297562,0.000200,345416,10022,43242,5007.527156,609,23.507886,540,20.844431,10,0.386008,69,2.663455,1,0.038601
297605,0.000182,21232,546,2292,4318.010550,39,24.491334,35,21.979402,0,0.000000,4,2.511932,0,0.000000
