#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,492,69.536459,438,61.904409,52,7.349382,54,7.632050,12,1.696011
297048,0.000133,95186,56638,14180,5958.859496,451,63.174556,406,56.871108,35,4.902682,45,6.303448,8,1.120613
297049,0.000133,97896,57337,14546,5943.450192,466,63.468715,419,57.067364,49,6.673749,47,6.401351,7,0.953393
297050,0.000182,72702,42177,10617,5841.379880,322,59.053855,288,52.818354,38,6.969088,34,6.235500,8,1.467177
297281,0.000294,109872,89578,22316,8124.362895,581,70.506286,519,62.982379,72,8.737440,62,7.523907,13,1.577593
297282,0.000250,96621,78327,19688,8150.609081,511,70.516071,451,62.236298,52,7.175804,60,8.279774,9,1.241966
297283,0.000267,94768,75885,19270,8133.547189,470,66.126400,413,58.106815,53,7.456807,57,8.019585,10,1.406945
297284,0.000250,98380,77300,19362,7872.331775,507,68.713153,451,61.123535,52,7.047503,56,7.589618,12,1.626347
297285,0.000200,127208,71050,17930,5638.010188,458,48.005367,416,43.603128,52,5.450391,42,4.402239,4,0.419261
297286,0.000222,54003,41214,10480,7762.531711,281,69.378862,249,61.478066,33,8.147695,32,7.900796,5,1.234499
297287,0.000250,96023,72009,18246,7600.679004,461,64.012441,426,59.152495,56,7.775915,35,4.859947,8,1.110845
297288,0.000267,93899,69780,17605,7499.547386,442,62.762472,389,55.236655,50,7.099827,53,7.525817,8,1.135972
297289,0.000267,93859,68382,17132,7301.164513,466,66.198589,418,59.379850,60,8.523423,48,6.818739,5,0.710285
297290,0.000267,92673,66936,17118,7388.559775,422,60.715275,377,54.240897,46,6.618253,45,6.474378,13,1.870376
297291,0.000235,106074,75444,19164,7226.653091,491,61.717920,441,55.433000,50,6.284921,50,6.284921,8,1.005587
297494,0.000286,228287,129950,32381,5673.735254,813,47.484088,724,42.285953,90,5.256541,89,5.198135,14,0.817684
297495,0.000312,105503,82367,20727,7858.354739,521,65.843309,484,61.167297,50,6.318936,37,4.676012,7,0.884651
297496,0.000304,148333,114994,28827,7773.590502,703,63.191153,643,57.797883,90,8.089906,60,5.393271,10,0.898878
297497,0.000312,100818,76755,19438,7712.114900,479,63.348476,426,56.339146,78,10.315618,53,7.009330,7,0.925761
297498,0.000267,100514,75287,19102,7601.727123,460,61.019692,416,55.183026,55,7.295833,44,5.836666,11,1.459167
297499,0.000312,103056,75678,19205,7454.199658,439,56.797599,394,50.975521,52,6.727734,45,5.822077,11,1.423174
297501,0.000294,110968,78800,19854,7156.657775,533,64.042487,471,56.592892,62,7.449595,62,7.449595,9,1.081393
297502,0.000312,108440,76708,19290,7115.455551,460,56.559695,420,51.641461,51,6.270749,40,4.918234,5,0.614779
297503,0.000250,27153,19409,4946,7286.119397,107,52.541769,96,47.140279,13,6.383579,11,5.401490,1,0.491045
297557,0.000316,259838,203429,51015,7853.354783,1321,67.785826,1174,60.242664,158,8.107616,147,7.543162,21,1.077595
297562,0.000200,345416,170746,43242,5007.527156,1133,43.734704,1042,40.222032,143,5.519914,91,3.512673,13,0.501810
297605,0.000182,21232,8942,2292,4318.010550,60,37.678975,51,32.027129,5,3.139915,9,5.651846,2,1.255966
