#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,5650,798.538604,4609,651.409633,366,51.728341,1041,147.128971,143,20.210800
297048,0.000133,95186,56638,14180,5958.859496,5577,781.207320,4537,635.527634,312,43.703906,1040,145.679687,129,18.069884
297049,0.000133,97896,57337,14546,5943.450192,5661,771.022309,4588,624.880826,355,48.350631,1073,146.141483,122,16.616273
297050,0.000182,72702,42177,10617,5841.379880,4114,754.495521,3234,593.106104,234,42.914913,880,161.389416,110,20.173677
297281,0.000294,109872,89578,22316,8124.362895,7394,897.286539,5995,727.513228,478,58.006893,1399,169.773312,216,26.212320
297282,0.000250,96621,78327,19688,8150.609081,6291,868.134257,5087,701.986801,359,49.540645,1204,166.147456,153,21.113423
297283,0.000267,94768,75885,19270,8133.547189,6131,862.597783,4899,689.262198,364,51.212786,1232,173.335584,184,25.887782
297284,0.000250,98380,77300,19362,7872.331775,6389,865.894152,5157,698.922545,384,52.043098,1232,166.971607,201,27.241309
297285,0.000200,127208,71050,17930,5638.010188,5805,608.452299,4737,496.509653,363,38.047922,1068,111.942645,161,16.875249
297286,0.000222,54003,41214,10480,7762.531711,3240,799.955558,2699,666.382732,204,50.367572,541,133.572826,72,17.776790
297287,0.000250,96023,72009,18246,7600.679004,5971,829.106915,4867,675.810309,383,53.181703,1104,153.296606,148,20.550632
297288,0.000267,93899,69780,17605,7499.547386,5592,794.044665,4524,642.392358,368,52.254728,1068,151.652307,164,23.287433
297289,0.000267,93859,68382,17132,7301.164513,5557,789.411067,4511,640.819385,333,47.305000,1046,148.591682,142,20.172102
297290,0.000267,92673,66936,17118,7388.559775,5468,786.708822,4422,636.215510,347,49.924645,1046,150.493312,124,17.840507
297291,0.000235,106074,75444,19164,7226.653091,6053,760.852487,4968,624.469710,364,45.754222,1085,136.382777,153,19.231857
297494,0.000286,228287,129950,32381,5673.735254,10297,601.406709,8429,492.304278,600,35.043607,1868,109.102431,274,16.003247
297495,0.000312,105503,82367,20727,7858.354739,6337,800.861903,5210,658.433094,339,42.842384,1127,142.428809,171,21.610760
297496,0.000304,148333,114994,28827,7773.590502,8847,795.237742,7217,648.720559,530,47.640556,1630,146.517183,250,22.471961
297497,0.000312,100818,76755,19438,7712.114900,6053,800.518426,4910,649.354943,378,49.991073,1143,151.163483,152,20.102230
297498,0.000267,100514,75287,19102,7601.727123,5744,761.950242,4676,620.278436,388,51.468784,1068,141.671807,146,19.367120
297499,0.000312,103056,75678,19205,7454.199658,5986,774.465663,4891,632.795115,362,46.835378,1095,141.670548,162,20.959478
297501,0.000294,110968,78800,19854,7156.657775,5988,719.486699,4938,593.324202,419,50.344844,1050,126.162497,130,15.620119
297502,0.000312,108440,76708,19290,7115.455551,5946,731.095537,4798,589.942211,359,44.141153,1148,141.153326,155,19.058158
297503,0.000250,27153,19409,4946,7286.119397,1516,744.423575,1226,602.020648,97,47.631324,290,142.402927,36,17.677605
297557,0.000316,259838,203429,51015,7853.354783,15836,812.608882,12879,660.873313,970,49.774603,2957,151.735569,400,20.525610
297562,0.000200,345416,170746,43242,5007.527156,13181,508.797122,10866,419.436274,818,31.575453,2315,89.360848,330,12.738263
297605,0.000182,21232,8942,2292,4318.010550,684,429.540317,563,353.554383,40,25.119317,121,75.985933,16,10.047727
