#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,1120,158.294378,1040,146.987637,96,13.568090,80,11.306741,13,1.837345
297048,0.000133,95186,56638,14180,5958.859496,1182,165.570567,1081,151.422828,84,11.766436,101,14.147739,16,2.241226
297049,0.000133,97896,57337,14546,5943.450192,1103,150.227452,1019,138.786740,79,10.759718,84,11.440713,8,1.089592
297050,0.000182,72702,42177,10617,5841.379880,768,140.848945,695,127.460959,55,10.086839,73,13.387986,8,1.467177
297281,0.000294,109872,89578,22316,8124.362895,1469,178.268045,1341,162.734819,109,13.227513,128,15.533227,23,2.791127
297282,0.000250,96621,78327,19688,8150.609081,1243,171.529309,1142,157.591690,70,9.659736,101,13.937619,14,1.931947
297283,0.000267,94768,75885,19270,8133.547189,1207,169.818223,1109,156.030165,90,12.662502,98,13.788058,10,1.406945
297284,0.000250,98380,77300,19362,7872.331775,1354,183.506133,1249,169.275598,81,10.977841,105,14.230535,24,3.252694
297285,0.000200,127208,71050,17930,5638.010188,1128,118.231558,1045,109.531895,84,8.804478,83,8.699662,8,0.838522
297286,0.000222,54003,41214,10480,7762.531711,651,160.731811,612,151.102717,36,8.888395,39,9.629095,5,1.234499
297287,0.000250,96023,72009,18246,7600.679004,1157,160.655954,1043,144.826413,80,11.108450,114,15.829541,14,1.943979
297288,0.000267,93899,69780,17605,7499.547386,1083,153.782255,988,140.292584,72,10.223751,95,13.489672,13,1.845955
297289,0.000267,93859,68382,17132,7301.164513,1124,159.672132,1037,147.313168,73,10.370165,87,12.358964,15,2.130856
297290,0.000267,92673,66936,17118,7388.559775,1077,154.953438,1003,144.306684,69,9.927379,74,10.646754,8,1.151000
297291,0.000235,106074,75444,19164,7226.653091,1237,155.488935,1140,143.296189,85,10.684365,97,12.192746,18,2.262571
297494,0.000286,228287,129950,32381,5673.735254,2175,127.033077,2034,118.797829,143,8.352060,141,8.235248,21,1.226526
297495,0.000312,105503,82367,20727,7858.354739,1224,154.687544,1136,143.566218,72,9.099267,88,11.121327,18,2.274817
297496,0.000304,148333,114994,28827,7773.590502,1792,161.079014,1657,148.944155,113,10.157326,135,12.134859,14,1.258430
297497,0.000312,100818,76755,19438,7712.114900,1188,157.114801,1081,142.963889,90,11.902636,107,14.150912,18,2.380527
297498,0.000267,100514,75287,19102,7601.727123,1076,142.733019,979,129.865823,65,8.622348,97,12.867196,15,1.989773
297499,0.000312,103056,75678,19205,7454.199658,1239,160.301195,1144,148.010143,83,10.738498,95,12.291052,15,1.940692
297501,0.000294,110968,78800,19854,7156.657775,1189,142.864009,1106,132.891164,90,10.813928,83,9.972845,14,1.682167
297502,0.000312,108440,76708,19290,7115.455551,1161,142.751752,1063,130.702078,80,9.836469,98,12.049674,14,1.721382
297503,0.000250,27153,19409,4946,7286.119397,301,147.804417,269,132.090991,16,7.856713,32,15.713426,3,1.473134
297557,0.000316,259838,203429,51015,7853.354783,3205,164.461446,2959,151.838197,203,10.416747,246,12.623250,25,1.282851
297562,0.000200,345416,170746,43242,5007.527156,2665,102.871127,2470,95.343972,195,7.527156,195,7.527156,31,1.196625
297605,0.000182,21232,8942,2292,4318.010550,150,94.197438,140,87.917609,8,5.023863,10,6.279829,1,0.627983
