#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,1527,215.817424,1273,179.918521,169,23.885491,254,35.898904,36,5.088034
297048,0.000133,95186,56638,14180,5958.859496,1565,219.219913,1296,181.539302,145,20.311110,269,37.680611,40,5.603065
297049,0.000133,97896,57337,14546,5943.450192,1519,206.886219,1272,173.245076,149,20.293645,247,33.641143,36,4.903163
297050,0.000182,72702,42177,10617,5841.379880,1090,199.902800,883,161.939607,118,21.640854,207,37.963192,37,6.785691
297281,0.000294,109872,89578,22316,8124.362895,1872,227.173438,1535,186.277365,202,24.513373,337,40.896073,55,6.674433
297282,0.000250,96621,78327,19688,8150.609081,1655,228.383754,1343,185.328931,170,23.459358,312,43.054822,40,5.519849
297283,0.000267,94768,75885,19270,8133.547189,1658,233.271428,1349,189.796837,157,22.089031,309,43.474591,44,6.190557
297284,0.000250,98380,77300,19362,7872.331775,1678,227.417497,1377,186.623297,158,21.413566,301,40.794199,46,6.234329
297285,0.000200,127208,71050,17930,5638.010188,1532,160.576903,1267,132.800872,152,15.931912,265,27.776031,39,4.087793
297286,0.000222,54003,41214,10480,7762.531711,927,228.876174,759,187.396996,90,22.220988,168,41.479177,23,5.678697
297287,0.000250,96023,72009,18246,7600.679004,1532,212.726812,1273,176.763206,162,22.494611,259,35.963606,43,5.970792
297288,0.000267,93899,69780,17605,7499.547386,1545,219.384658,1251,177.637675,157,22.293457,294,41.746983,44,6.247848
297289,0.000267,93859,68382,17132,7301.164513,1504,213.653814,1220,173.309610,168,23.865586,284,40.344204,44,6.250511
297290,0.000267,92673,66936,17118,7388.559775,1451,208.762710,1216,174.952072,153,22.012884,235,33.810639,43,6.186628
297291,0.000235,106074,75444,19164,7226.653091,1636,205.642602,1342,168.687269,174,21.871524,294,36.955333,38,4.776540
297494,0.000286,228287,129950,32381,5673.735254,2659,155.301587,2166,126.507423,282,16.470495,493,28.794164,79,4.614075
297495,0.000312,105503,82367,20727,7858.354739,1771,223.816700,1472,186.029465,189,23.885577,299,37.787235,44,5.560663
297496,0.000304,148333,114994,28827,7773.590502,2403,216.000485,1986,178.517255,256,23.011288,417,37.483230,74,6.651700
297497,0.000312,100818,76755,19438,7712.114900,1604,212.131432,1335,176.555774,196,25.921297,269,35.575658,32,4.232049
297498,0.000267,100514,75287,19102,7601.727123,1612,213.834225,1309,173.640820,167,22.152801,303,40.193406,45,5.969318
297499,0.000312,103056,75678,19205,7454.199658,1520,196.656834,1228,158.878021,172,22.253273,292,37.778813,48,6.210216
297501,0.000294,110968,78800,19854,7156.657775,1662,199.697210,1374,165.092639,180,21.627857,288,34.604571,44,5.286809
297502,0.000312,108440,76708,19290,7115.455551,1576,193.778434,1296,159.350793,147,18.074511,280,34.427640,50,6.147793
297503,0.000250,27153,19409,4946,7286.119397,357,175.302913,294,144.367105,41,20.132828,63,30.935808,12,5.892535
297557,0.000316,259838,203429,51015,7853.354783,4290,220.137162,3504,179.804340,430,22.065030,786,40.332823,113,5.798485
297562,0.000200,345416,170746,43242,5007.527156,3647,140.777111,3060,118.118443,402,15.517521,587,22.658669,78,3.010862
297605,0.000182,21232,8942,2292,4318.010550,197,123.712635,160,100.477267,18,11.303693,37,23.235368,7,4.395880
