#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,1055,149.107651,933,131.864870,132,18.656123,122,17.242780,20,2.826685
297048,0.000133,95186,56638,14180,5958.859496,1004,140.636928,868,121.586508,88,12.326743,136,19.050421,23,3.221762
297049,0.000133,97896,57337,14546,5943.450192,1003,136.607556,871,118.629294,96,13.075100,132,17.978263,17,2.315382
297050,0.000182,72702,42177,10617,5841.379880,699,128.194548,591,108.387665,80,14.671765,108,19.806883,27,4.951721
297281,0.000294,109872,89578,22316,8124.362895,1215,147.444299,1061,128.755886,141,17.110820,154,18.688413,31,3.761953
297282,0.000250,96621,78327,19688,8150.609081,1101,151.933845,946,130.544430,121,16.697543,155,21.389415,17,2.345936
297283,0.000267,94768,75885,19270,8133.547189,1059,148.995441,903,127.047105,107,15.054308,156,21.948337,26,3.658056
297284,0.000250,98380,77300,19362,7872.331775,1084,146.913329,931,126.177407,108,14.637121,153,20.735922,24,3.252694
297285,0.000200,127208,71050,17930,5638.010188,996,104.395950,867,90.874788,106,11.110412,129,13.521162,16,1.677043
297286,0.000222,54003,41214,10480,7762.531711,607,149.868217,519,128.141029,66,16.295391,88,21.727188,12,2.962798
297287,0.000250,96023,72009,18246,7600.679004,1015,140.938456,886,123.026081,116,16.107252,129,17.912375,24,3.332535
297288,0.000267,93899,69780,17605,7499.547386,998,141.712549,854,121.265047,110,15.619620,144,20.447502,21,2.981927
297289,0.000267,93859,68382,17132,7301.164513,1000,142.057057,877,124.584039,120,17.046847,123,17.473018,22,3.125255
297290,0.000267,92673,66936,17118,7388.559775,951,136.825181,828,119.128549,97,13.955881,123,17.696632,25,3.596876
297291,0.000235,106074,75444,19164,7226.653091,1094,137.514063,954,119.916285,115,14.455317,140,17.597778,18,2.262571
297494,0.000286,228287,129950,32381,5673.735254,1765,103.086612,1513,88.368297,197,11.505984,252,14.718315,38,2.219428
297495,0.000312,105503,82367,20727,7858.354739,1185,149.758775,1046,132.192134,131,16.555611,139,17.566641,21,2.653953
297496,0.000304,148333,114994,28827,7773.590502,1552,139.505931,1357,121.977802,177,15.910148,195,17.528129,33,2.966299
297497,0.000312,100818,76755,19438,7712.114900,1053,139.260846,918,121.406892,143,18.911967,135,17.853955,18,2.380527
297498,0.000267,100514,75287,19102,7601.727123,1040,137.957565,899,119.253703,107,14.193711,141,18.703862,25,3.316288
297499,0.000312,103056,75678,19205,7454.199658,992,128.344460,850,109.972572,114,14.749263,142,18.371888,30,3.881385
297501,0.000294,110968,78800,19854,7156.657775,1120,134.573330,971,116.670271,124,14.899190,149,17.903059,27,3.244179
297502,0.000312,108440,76708,19290,7115.455551,1030,126.644535,908,111.643920,104,12.787409,122,15.000615,16,1.967294
297503,0.000250,27153,19409,4946,7286.119397,242,118.832787,212,104.101450,27,13.258204,30,14.731337,4,1.964178
297557,0.000316,259838,203429,51015,7853.354783,2836,145.526572,2452,125.821987,312,16.009975,384,19.704585,53,2.719643
297562,0.000200,345416,170746,43242,5007.527156,2379,91.831299,2091,80.714269,268,10.345014,288,11.117030,41,1.582633
297605,0.000182,21232,8942,2292,4318.010550,132,82.893745,111,69.706104,16,10.047727,21,13.187641,4,2.511932
