#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,56774,14310,6067.480045,9307,1315.398015,7089,1001.918613,566,79.995195,2218,313.479402,312,44.096291
297048,0.000133,95186,56638,14180,5958.859496,9412,1318.401165,7174,1004.909686,515,72.139460,2238,313.491480,269,37.680611
297049,0.000133,97896,57337,14546,5943.450192,9471,1289.940345,7191,979.406717,563,76.680014,2280,310.533628,308,41.949280
297050,0.000182,72702,42177,10617,5841.379880,6866,1259.204240,5130,940.826937,379,69.507487,1736,318.377303,226,41.447736
297281,0.000294,109872,89578,22316,8124.362895,12194,1479.782535,9327,1131.862531,748,90.772293,2867,347.920004,421,51.089753
297282,0.000250,96621,78327,19688,8150.609081,10410,1436.540711,7885,1088.100240,588,81.141781,2525,348.440470,329,45.400758
297283,0.000267,94768,75885,19270,8133.547189,10170,1430.862738,7645,1075.609207,559,78.648208,2525,355.253531,379,53.323203
297284,0.000250,98380,77300,19362,7872.331775,10593,1435.657654,7972,1080.436403,586,79.419936,2621,355.221251,438,59.361659
297285,0.000200,127208,71050,17930,5638.010188,9637,1010.104186,7372,772.697734,557,58.382072,2265,237.406452,335,35.113096
297286,0.000222,54003,41214,10480,7762.531711,5435,1341.900759,4178,1031.547630,313,77.279657,1257,310.353129,188,46.417174
297287,0.000250,96023,72009,18246,7600.679004,9796,1360.229667,7539,1046.832530,587,81.508250,2257,313.397137,303,42.073253
297288,0.000267,93899,69780,17605,7499.547386,9271,1316.449944,7070,1003.915555,576,81.790008,2201,312.534390,333,47.284849
297289,0.000267,93859,68382,17132,7301.164513,9244,1313.175437,7011,995.962028,515,73.159384,2233,317.213409,320,45.458258
297290,0.000267,92673,66936,17118,7388.559775,9079,1306.241660,6916,995.039907,567,81.577158,2163,311.201752,300,43.162518
297291,0.000235,106074,75444,19164,7226.653091,10112,1271.062340,7738,972.654311,593,74.539158,2374,298.408030,361,45.377127
297494,0.000286,228287,129950,32381,5673.735254,17095,998.450781,13164,768.856746,978,57.121080,3931,229.594034,580,33.875487
297495,0.000312,105503,82367,20727,7858.354739,10465,1322.553229,8110,1024.931361,592,74.816198,2355,297.621869,326,41.199460
297496,0.000304,148333,114994,28827,7773.590502,14703,1321.620947,11248,1011.058452,885,79.550741,3455,310.562496,498,44.764146
297497,0.000312,100818,76755,19438,7712.114900,9948,1315.638081,7619,1007.624300,619,81.863688,2329,308.013781,331,43.775252
297498,0.000267,100514,75287,19102,7601.727123,9590,1272.127929,7322,971.274317,590,78.264388,2268,300.853612,332,44.040300
297499,0.000312,103056,75678,19205,7454.199658,9919,1283.315220,7649,989.623764,582,75.298867,2270,293.691456,323,41.789577
297501,0.000294,110968,78800,19854,7156.657775,10014,1203.229760,7768,933.362170,642,77.139355,2246,269.867589,324,38.930142
297502,0.000312,108440,76708,19290,7115.455551,9995,1228.943809,7628,937.907291,576,70.822575,2367,291.036518,336,41.313169
297503,0.000250,27153,19409,4946,7286.119397,2513,1233.995016,1947,956.063787,162,79.549221,566,277.931229,87,42.720878
297557,0.000316,259838,203429,51015,7853.354783,26298,1349.456200,20148,1033.874953,1519,77.946002,6150,315.581247,854,43.822176
297562,0.000200,345416,170746,43242,5007.527156,21684,837.019710,16758,646.872177,1320,50.953054,4926,190.147532,690,26.634551
297605,0.000182,21232,8942,2292,4318.010550,1142,717.156493,879,551.996986,72,45.214770,263,165.159508,40,25.119317
