#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,4557,1166,494.387263,8,3.392022,195,27.560182,195,27.560182,11,1.554677,0,0.000000,0,0.000000
297048,0.000133,95186,4681,1159,487.046414,12,5.042758,167,23.392796,166,23.252719,7,0.980536,1,0.140077,1,0.140077
297049,0.000133,97896,4752,1222,499.305385,10,4.085969,190,25.877802,188,25.605404,6,0.817194,2,0.272398,0,0.000000
297050,0.000182,72702,3402,841,462.710792,6,3.301147,133,24.391809,132,24.208412,0,0.000000,1,0.183397,0,0.000000
297281,0.000294,109872,6975,1752,637.833115,19,6.917140,236,28.639386,231,28.032620,7,0.849473,5,0.606767,0,0.000000
297282,0.000250,96621,6003,1536,635.886609,20,8.279774,207,28.565219,203,28.013234,5,0.689981,4,0.551985,3,0.413989
297283,0.000267,94768,5892,1478,623.839271,17,7.175418,190,26.731949,185,26.028477,8,1.125556,5,0.703472,1,0.140694
297284,0.000250,98380,5962,1516,616.385444,13,5.285627,215,29.138714,213,28.867656,7,0.948702,2,0.271058,0,0.000000
297285,0.000200,127208,5393,1400,440.223885,14,4.402239,197,20.648597,194,20.334151,7,0.733706,3,0.314446,2,0.209630
297286,0.000222,54003,3134,792,586.634076,10,7.406996,103,25.430686,102,25.183786,5,1.234499,1,0.246900,0,0.000000
297287,0.000250,96023,5584,1441,600.272851,13,5.415369,181,25.132867,180,24.994012,3,0.416567,1,0.138856,0,0.000000
297288,0.000267,93899,5412,1344,572.530059,13,5.537865,200,28.399308,199,28.257312,7,0.993976,1,0.141997,0,0.000000
297289,0.000267,93859,5306,1323,563.824460,11,4.687883,191,27.132898,190,26.990841,6,0.852342,1,0.142057,0,0.000000
297290,0.000267,92673,5309,1346,580.967488,8,3.453001,182,26.185261,180,25.897511,6,0.863250,2,0.287750,0,0.000000
297291,0.000235,106074,5848,1540,580.726663,11,4.148048,221,27.779349,219,27.527952,10,1.256984,2,0.251397,0,0.000000
297494,0.000286,228287,9943,2525,442.425543,17,2.978707,355,20.734134,350,20.442104,13,0.759278,5,0.292030,0,0.000000
297495,0.000312,105503,6318,1613,611.546591,11,4.170498,209,26.413151,208,26.286772,7,0.884651,1,0.126379,0,0.000000
297496,0.000304,148333,8843,2233,602.158657,13,3.505626,312,28.045007,312,28.045007,12,1.078654,0,0.000000,0,0.000000
297497,0.000312,100818,5965,1487,589.974013,9,3.570791,181,23.937524,181,23.937524,5,0.661258,0,0.000000,0,0.000000
297498,0.000267,100514,5804,1473,586.186999,15,5.969318,191,25.336437,189,25.071134,4,0.530606,2,0.265303,0,0.000000
297499,0.000312,103056,5776,1514,587.641671,12,4.657662,206,26.652176,204,26.393417,7,0.905656,2,0.258759,0,0.000000
297501,0.000294,110968,5959,1521,548.266167,21,7.569750,218,26.193738,214,25.713118,9,1.081393,4,0.480619,1,0.120155
297502,0.000312,108440,5794,1456,537.071191,19,7.008484,177,21.763187,173,21.271364,6,0.737735,4,0.491823,1,0.122956
297503,0.000250,27153,1493,379,558.317681,2,2.946267,49,24.061184,49,24.061184,1,0.491045,0,0.000000,0,0.000000
297557,0.000316,259838,15691,3907,601.451674,45,6.927393,547,28.068771,542,27.812201,22,1.128909,5,0.256570,1,0.051314
297562,0.000200,345416,13091,3272,378.905436,29,3.358269,453,17.486162,449,17.331758,22,0.849218,4,0.154403,0,0.000000
297605,0.000182,226704,7226,1786,315.124568,20,3.528831,233,13.703625,232,13.644811,8,0.470511,1,0.058814,0,0.000000
297620,0.000290,1893027,101827,25742,543.933076,228,4.817681,3196,22.510684,3165,22.292339,106,0.746600,31,0.218345,14,0.098608
297656,0.000296,2551776,144431,36410,570.739751,295,4.624230,4630,24.192301,4592,23.993747,167,0.872595,38,0.198555,4,0.020900
297660,0.000211,1480276,56175,13960,377.226950,138,3.729034,1741,15.681760,1731,15.591687,57,0.513418,10,0.090073,5,0.045037
297661,0.000188,824611,26843,6829,331.259224,52,2.522401,851,13.760023,845,13.663008,26,0.420400,6,0.097015,5,0.080846
297662,0.000250,104235,4400,1144,439.008011,9,3.453734,145,18.547833,144,18.419917,6,0.767497,1,0.127916,0,0.000000
297663,0.000250,109306,4495,1127,412.420178,9,3.293506,150,18.297257,148,18.053294,3,0.365945,2,0.243963,1,0.121982
297664,0.000211,133532,5611,1408,421.771560,11,3.295090,191,19.071583,188,18.772030,8,0.798810,3,0.299554,0,0.000000
297670,0.000312,109485,6630,1694,618.897566,15,5.480203,204,24.843586,201,24.478239,6,0.730694,3,0.365347,2,0.243565
297672,0.000286,96241,5441,1369,568.988269,14,5.818726,163,22.582198,159,22.028034,4,0.554164,4,0.554164,1,0.138541
297673,0.000267,97839,5381,1410,576.457241,16,6.541359,148,20.169190,145,19.760355,7,0.953948,3,0.408835,1,0.136278
297674,0.000500,11685,663,156,534.017972,0,0.000000,20,22.821281,20,22.821281,0,0.000000,0,0.000000,0,0.000000
297723,0.000297,256624,13418,3418,532.763888,27,4.208492,454,23.588337,451,23.432467,16,0.831307,3,0.155870,1,0.051957
