#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,3603,2502,402.254037,3090,496.788559,1004,161.416089,818,131.512311,115,18.488895,186,29.903777,38,6.109374
305746,0.022475,240933,3455,1948,323.409413,3040,504.704627,958,159.048366,770,127.836369,62,10.293318,188,31.211997,20,3.320425
305747,0.023100,63059,870,587,372.349704,737,467.498692,212,134.477236,173,109.738499,33,20.932777,39,24.738737,6,3.805959
305748,0.022500,61438,819,358,233.080504,746,485.692894,210,136.723201,160,104.170058,4,2.604251,50,32.553143,3,1.953189
305749,0.022200,61041,843,377,247.047067,722,473.124621,234,153.339559,189,123.851182,6,3.931784,45,29.488377,2,1.310595
305750,0.024111,60062,820,574,382.271653,740,492.824082,244,162.498751,196,130.531784,24,15.983484,48,31.966967,10,6.659785
305751,0.022300,62092,787,565,363.976036,752,484.442440,224,144.302003,174,112.091735,23,14.816724,50,32.210269,13,8.374670
305752,0.022200,61887,830,601,388.449917,747,482.815454,239,154.475092,194,125.389823,30,19.390179,45,29.085268,6,3.878036
305753,0.021500,60433,795,564,373.305975,715,473.251369,184,121.787765,141,93.326494,17,11.252130,43,28.461271,7,4.633230
305754,0.021600,61122,859,597,390.694022,686,448.938189,217,142.011060,187,122.378194,28,18.324008,30,19.632865,4,2.617715
305755,0.021700,61475,815,569,370.231802,706,459.373729,193,125.579504,154,100.203335,15,9.760065,39,25.376169,9,5.856039
305756,0.023471,113035,1600,626,221.524307,1317,466.050338,415,146.857168,332,117.485735,7,2.477109,83,29.371434,3,1.061618
305757,0.021842,1717374,19706,10070,234.544135,16988,395.673860,5165,120.299946,4175,97.241486,305,7.103869,990,23.058460,84,1.956475
305758,0.002923,626302,934,619,39.533644,773,49.369154,253,16.158339,194,12.390189,17,1.085738,59,3.768150,5,0.319335
306029,0.275000,259155,4786,1315,202.967336,894,137.986919,1597,246.493411,1543,238.158631,27,4.167390,54,8.334780,8,1.234782
306091,0.381910,1782405,129805,35001,785.478048,24961,560.164497,42700,958.255840,41278,926.343901,866,19.434416,1422,31.911939,229,5.139124
306126,0.041094,1521414,12672,3441,90.468472,2570,67.568722,4038,106.164397,3904,102.641359,88,2.313637,134,3.523038,18,0.473244
306139,0.085532,653362,11220,3053,186.910166,2189,134.014528,3606,220.765824,3449,211.154000,85,5.203853,157,9.611823,25,1.530545
306425,0.243153,986696,47482,12890,522.552032,9357,379.326561,15603,632.535249,14942,605.738748,303,12.283419,661,26.796501,103,4.175552
306432,0.018331,1416543,5393,1472,41.565981,987,27.870668,1704,48.117142,1640,46.309925,34,0.960084,64,1.807217,12,0.338853
306458,0.232209,689146,32438,8706,505.321079,6600,383.082830,10843,629.358655,10405,603.935886,226,13.117685,438,25.422770,75,4.353214
306459,0.219250,11327,461,153,540.301933,98,346.075748,130,459.080074,125,441.423148,4,14.125541,5,17.656926,0,0.000000
