#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,3603,2502,402.254037,1576,253.378243,557,89.550559,458,73.634032,69,11.093337,99,15.916527,22,3.537006
305746,0.022475,240933,3455,1948,323.409413,1550,257.332951,563,93.469969,466,77.365907,44,7.304935,97,16.104062,12,1.992255
305747,0.023100,63059,870,587,372.349704,362,229.626223,116,73.581884,98,62.164005,18,11.417878,18,11.417878,1,0.634327
305748,0.022500,61438,819,358,233.080504,368,239.591133,108,70.314789,84,54.689280,2,1.302126,24,15.625509,1,0.651063
305749,0.022200,61041,843,377,247.047067,341,223.456365,132,86.499238,106,69.461509,2,1.310595,26,17.037729,0,0.000000
305750,0.024111,60062,820,574,382.271653,363,241.750191,148,98.564816,124,82.581333,16,10.655656,24,15.983484,4,2.663914
305751,0.022300,62092,787,565,363.976036,388,249.951685,127,81.814082,100,64.420537,15,9.663081,27,17.393545,8,5.153643
305752,0.022200,61887,830,601,388.449917,378,244.316254,122,78.853394,106,68.511965,20,12.926786,16,10.341429,1,0.646339
305753,0.021500,60433,795,564,373.305975,360,238.280410,98,64.865223,81,53.613092,10,6.618900,17,11.252130,4,2.647560
305754,0.021600,61122,859,597,390.694022,339,221.851379,130,85.075750,112,73.296031,15,9.816433,18,11.779719,3,1.963287
305755,0.021700,61475,815,569,370.231802,374,243.350956,124,80.683205,99,64.416429,11,7.157381,25,16.266775,8,5.205368
305756,0.023471,113035,1600,626,221.524307,694,245.587650,237,83.867829,198,70.066793,3,1.061618,39,13.801035,0,0.000000
305757,0.021842,1717374,19706,10070,234.544135,8446,196.718944,2981,69.431586,2443,56.900826,188,4.378778,538,12.530759,48,1.117986
305758,0.002923,626302,934,619,39.533644,392,25.035845,131,8.366571,99,6.322828,6,0.383202,32,2.043742,3,0.191601
306029,0.275000,259155,4786,1315,202.967336,425,65.597808,936,144.469526,910,140.456484,19,2.932608,26,4.013042,4,0.617391
306091,0.381910,1782405,129805,35001,785.478048,12495,280.407651,24362,546.721985,23639,530.496717,536,12.028692,723,16.225269,136,3.052056
306126,0.041094,1521414,12672,3441,90.468472,1257,33.048204,2341,61.548007,2264,59.523575,67,1.761519,77,2.024433,9,0.236622
306139,0.085532,653362,11220,3053,186.910166,1074,65.752217,2065,126.423024,1982,121.341615,59,3.612086,83,5.081410,17,1.040771
306425,0.243153,986696,47482,12890,522.552032,4565,185.062066,8934,362.178422,8598,348.557205,192,7.783552,336,13.621217,66,2.675596
306432,0.018331,1416543,5393,1472,41.565981,465,13.130558,963,27.192962,936,26.430543,13,0.367091,27,0.762419,7,0.197664
306458,0.232209,689146,32438,8706,505.321079,3183,184.750401,6200,359.865689,5978,346.980175,142,8.242085,222,12.885513,44,2.553886
306459,0.219250,11327,461,153,540.301933,53,187.163415,70,247.196963,67,236.602807,3,10.594156,3,10.594156,0,0.000000
