#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,776,109.675391,725,102.467343,1,0.141334,51,7.208048,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,864,121.026201,793,111.080761,1,0.140077,71,9.945440,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,792,107.869576,740,100.787230,2,0.272398,52,7.082346,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,552,101.235179,503,92.248723,0,0.000000,49,8.986456,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,1046,126.935586,955,115.892432,1,0.121353,91,11.043153,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,869,119.918720,795,109.707000,1,0.137996,74,10.211721,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,852,119.871687,785,110.445157,0,0.000000,67,9.426529,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,962,130.378803,887,120.214136,2,0.271058,75,10.164668,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,775,81.231788,721,75.571767,1,0.104815,54,5.660021,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,453,111.845638,430,106.166941,1,0.246900,23,5.678697,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,811,112.611909,731,101.503459,1,0.138856,80,11.108450,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,791,112.319265,717,101.811521,0,0.000000,74,10.507744,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,820,116.486787,759,107.821306,0,0.000000,61,8.665480,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,779,112.078671,726,104.453293,1,0.143875,53,7.625378,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,889,111.745888,835,104.958174,1,0.125698,54,6.787714,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,1512,88.309891,1417,82.761319,0,0.000000,95,5.548571,1,0.058406
297495,0.000312,105503,4921,20727,7858.354739,889,112.350676,826,104.388817,1,0.126379,63,7.961859,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,1309,117.663186,1205,108.314850,0,0.000000,104,9.348336,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,832,110.033261,755,99.849895,1,0.132252,77,10.183367,1,0.132252
297498,0.000267,100514,4385,19102,7601.727123,781,103.600825,713,94.580523,2,0.265303,68,9.020302,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,869,112.430782,815,105.444289,1,0.129379,54,6.986493,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,852,102.371855,791,95.042415,0,0.000000,61,7.329440,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,819,100.700848,757,93.077585,1,0.122956,62,7.623263,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,205,100.664138,184,90.352202,0,0.000000,21,10.311936,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,2255,115.713124,2076,106.527914,3,0.153942,179,9.185210,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,1874,72.337896,1737,67.049587,4,0.154403,137,5.288309,1,0.038601
297605,0.000182,226704,5758,24119,4255.593196,1044,61.401651,983,57.814007,0,0.000000,61,3.587644,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,14244,100.326091,13217,93.092527,12,0.084521,1027,7.233565,5,0.035217
297656,0.000296,2551776,110287,473608,7423.974518,20274,105.934063,18778,98.117285,26,0.135853,1496,7.816778,5,0.026126
297660,0.000211,1480276,43314,184285,4979.747020,7969,71.779407,7404,66.690266,3,0.027022,565,5.089141,0,0.000000
297661,0.000188,824611,20680,89351,4334.213344,3881,62.752821,3636,58.791357,5,0.080846,245,3.961464,1,0.016169
297662,0.000250,104235,3433,14233,5461.889001,623,79.691722,577,73.807582,1,0.127916,46,5.884140,0,0.000000
297663,0.000250,109306,3482,14969,5477.832873,660,80.507932,614,74.896773,0,0.000000,46,5.611159,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,755,75.387672,714,71.293772,0,0.000000,41,4.093900,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,867,105.585240,810,98.643650,1,0.121782,57,6.941590,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,774,107.230806,712,98.641258,1,0.138541,62,8.589548,1,0.138541
297673,0.000267,97839,4110,17807,7280.123468,784,106.842193,727,99.074330,0,0.000000,57,7.767864,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,88,100.413636,85,96.990444,0,0.000000,3,3.423192,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,1973,102.510547,1824,94.769001,1,0.051957,149,7.741547,0,0.000000
