#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,1476,208.609377,1346,190.235922,2,0.282669,130,18.373455,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,1493,209.134397,1363,190.924436,2,0.280153,130,18.209961,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,1446,196.943695,1332,181.417014,4,0.544796,114,15.526681,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,993,182.113284,897,164.507166,2,0.366794,96,17.606118,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,1903,230.935391,1726,209.455852,1,0.121353,177,21.479540,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,1625,224.243867,1484,204.786399,1,0.137996,141,19.457468,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,1579,222.156565,1444,203.162812,1,0.140694,135,18.993753,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,1717,232.703124,1585,214.813309,2,0.271058,132,17.889815,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,1488,155.965034,1373,143.911284,2,0.209630,115,12.053749,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,844,208.383485,788,194.557093,3,0.740700,56,13.826392,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,1544,214.393079,1389,192.870458,3,0.416567,155,21.522621,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,1401,198.937156,1269,180.193612,0,0.000000,132,18.743544,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,1433,203.567763,1315,186.805030,1,0.142057,118,16.762733,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,1407,202.432208,1300,187.037577,4,0.575500,107,15.394631,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,1621,203.757126,1499,188.421919,1,0.125698,122,15.335206,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,2778,162.251902,2588,151.154760,3,0.175218,190,11.097142,1,0.058406
297495,0.000312,105503,4921,20727,7858.354739,1623,205.112651,1505,190.199963,1,0.126379,118,14.912688,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,2291,205.933047,2093,188.135254,2,0.179776,198,17.797793,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,1505,199.038531,1368,180.920074,4,0.529006,137,18.118458,2,0.264503
297498,0.000267,100514,4385,19102,7601.727123,1411,187.171273,1290,171.120441,2,0.265303,121,16.050832,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,1590,205.713399,1463,189.282203,2,0.258759,127,16.431196,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,1541,185.158484,1422,170.860068,3,0.360464,119,14.298416,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,1493,183.573097,1359,167.097012,1,0.122956,134,16.476085,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,376,184.632760,334,164.008888,0,0.000000,42,20.623872,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,4180,214.492620,3832,196.635339,6,0.307884,348,17.857280,1,0.051314
297562,0.000200,345416,10022,43242,5007.527156,3444,132.941149,3172,122.441732,6,0.231605,272,10.499417,1,0.038601
297605,0.000182,226704,5758,24119,4255.593196,1949,114.628179,1811,106.511869,0,0.000000,138,8.116310,3,0.176442
297620,0.000290,1893027,77669,334401,7065.953101,26234,184.776375,24151,170.104987,23,0.161998,2083,14.671388,9,0.063391
297656,0.000296,2551776,110287,473608,7423.974518,36786,192.211229,33895,177.105409,52,0.271706,2891,15.105819,9,0.047026
297660,0.000211,1480276,43314,184285,4979.747020,14674,132.173550,13574,122.265487,8,0.072059,1100,9.908062,2,0.018015
297661,0.000188,824611,20680,89351,4334.213344,7004,113.249358,6497,105.051554,7,0.113185,507,8.197805,2,0.032338
297662,0.000250,104235,3433,14233,5461.889001,1116,142.754353,1036,132.521066,1,0.127916,80,10.233287,1,0.127916
297663,0.000250,109306,3482,14969,5477.832873,1158,141.254826,1073,130.886380,1,0.121982,85,10.368446,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,1378,137.594983,1290,128.808076,1,0.099851,88,8.786908,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,1625,197.896211,1500,182.673426,1,0.121782,125,15.222785,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,1435,198.806468,1319,182.735702,1,0.138541,116,16.070767,1,0.138541
297673,0.000267,97839,4110,17807,7280.123468,1446,197.058433,1334,181.795262,0,0.000000,112,15.263170,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,156,178.005991,150,171.159606,0,0.000000,6,6.846384,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,3568,185.381466,3286,170.729680,3,0.155870,282,14.651786,0,0.000000
