#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,2187,309.098040,1966,277.863167,3,0.424003,221,31.234873,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,2171,304.106346,1953,273.569643,2,0.280153,218,30.536704,1,0.140077
297049,0.000133,97896,3562,14546,5943.450192,2124,289.286590,1936,263.681185,6,0.817194,188,25.605404,1,0.136199
297050,0.000182,72702,2494,10617,5841.379880,1455,266.842728,1291,236.765609,2,0.366794,164,30.077118,1,0.183397
297281,0.000294,109872,5354,22316,8124.362895,2842,344.886171,2554,309.936411,2,0.242707,288,34.949760,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,2400,331.190942,2163,298.485836,2,0.275992,237,32.705106,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,2329,327.677416,2103,295.880466,2,0.281389,226,31.796950,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,2512,340.448601,2290,310.361185,2,0.271058,222,30.087416,1,0.135529
297285,0.000200,127208,4256,17930,5638.010188,2204,231.012725,2017,211.412280,2,0.209630,187,19.600444,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,1249,308.377930,1151,284.181743,3,0.740700,98,24.196187,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,2311,320.895341,2075,288.125414,3,0.416567,236,32.769927,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,2116,300.464684,1908,270.929403,0,0.000000,208,29.535281,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,2050,291.216967,1852,263.089670,2,0.284114,198,28.127297,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,2028,291.778619,1835,264.010733,5,0.719375,193,27.767886,1,0.143875
297291,0.000235,106074,4568,19164,7226.653091,2318,291.368919,2110,265.223649,1,0.125698,208,26.145270,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,4025,235.084200,3688,215.401373,7,0.408842,337,19.682826,2,0.116812
297495,0.000312,105503,4921,20727,7858.354739,2409,304.446319,2202,278.285926,2,0.252757,207,26.160394,2,0.252757
297496,0.000304,148333,6806,28827,7773.590502,3308,297.348983,2985,268.315210,2,0.179776,323,29.033773,1,0.089888
297497,0.000312,100818,4556,19438,7712.114900,2304,304.707493,2077,274.686399,4,0.529006,227,30.021094,2,0.264503
297498,0.000267,100514,4385,19102,7601.727123,2162,286.792553,1958,259.731646,4,0.530606,204,27.060907,1,0.132652
297499,0.000312,103056,4472,19205,7454.199658,2305,298.219738,2095,271.050044,2,0.258759,210,27.169694,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,2250,270.348208,2049,246.197102,4,0.480619,201,24.151107,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,2180,268.043772,1977,243.083733,1,0.122956,203,24.960039,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,553,271.547650,483,237.174530,1,0.491045,70,34.373120,1,0.491045
297557,0.000316,259838,11993,51015,7853.354783,6106,313.323430,5522,283.356040,7,0.359198,584,29.967390,1,0.051314
297562,0.000200,345416,10022,43242,5007.527156,5100,196.864071,4664,180.034123,8,0.308806,436,16.829948,1,0.038601
297605,0.000182,226704,5758,24119,4255.593196,2831,166.501988,2596,152.680735,2,0.117628,235,13.821253,4,0.235255
297620,0.000290,1893027,77669,334401,7065.953101,38843,273.586519,35318,248.758558,31,0.218345,3525,24.827961,15,0.105651
297656,0.000296,2551776,110287,473608,7423.974518,54433,284.418904,49462,258.444837,72,0.376209,4971,25.974067,15,0.078377
297660,0.000211,1480276,43314,184285,4979.747020,21481,193.486440,19613,176.660749,18,0.162132,1868,16.825691,6,0.054044
297661,0.000188,824611,20680,89351,4334.213344,10255,165.815558,9408,152.120212,13,0.210200,847,13.695346,2,0.032338
297662,0.000250,104235,3433,14233,5461.889001,1638,209.526551,1510,193.153291,2,0.255832,128,16.373259,1,0.127916
297663,0.000250,109306,3482,14969,5477.832873,1748,213.224038,1600,195.170744,3,0.365945,148,18.053294,1,0.121982
297664,0.000211,133532,4169,18056,5408.740976,2041,203.796343,1874,187.121189,3,0.299554,167,16.675154,1,0.099851
297670,0.000312,109485,4995,21447,7835.593917,2367,288.258666,2151,261.953692,1,0.121782,216,26.304973,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,2089,289.412343,1909,264.474947,4,0.554164,180,24.937397,2,0.277082
297673,0.000267,97839,4110,17807,7280.123468,2073,282.504932,1882,256.475775,0,0.000000,191,26.029157,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,249,284.124947,224,255.598345,0,0.000000,25,28.526601,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,5260,273.292184,4767,247.677536,7,0.363697,493,25.614648,1,0.051957
