#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,492,69.536459,438,61.904409,0,0.000000,54,7.632050,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,451,63.174556,406,56.871108,0,0.000000,45,6.303448,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,466,63.468715,419,57.067364,0,0.000000,47,6.401351,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,322,59.053855,288,52.818354,0,0.000000,34,6.235500,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,581,70.506286,519,62.982379,1,0.121353,62,7.523907,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,511,70.516071,451,62.236298,1,0.137996,60,8.279774,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,470,66.126400,413,58.106815,0,0.000000,57,8.019585,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,507,68.713153,451,61.123535,0,0.000000,56,7.589618,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,458,48.005367,416,43.603128,1,0.104815,42,4.402239,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,281,69.378862,249,61.478066,1,0.246900,32,7.900796,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,461,64.012441,426,59.152495,0,0.000000,35,4.859947,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,442,62.762472,389,55.236655,0,0.000000,53,7.525817,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,466,66.198589,418,59.379850,0,0.000000,48,6.818739,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,422,60.715275,377,54.240897,2,0.287750,45,6.474378,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,491,61.717920,441,55.433000,1,0.125698,50,6.284921,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,813,47.484088,724,42.285953,0,0.000000,89,5.198135,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,521,65.843309,484,61.167297,2,0.252757,37,4.676012,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,703,63.191153,643,57.797883,2,0.179776,60,5.393271,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,479,63.348476,426,56.339146,0,0.000000,53,7.009330,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,460,61.019692,416,55.183026,3,0.397955,44,5.836666,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,439,56.797599,394,50.975521,2,0.258759,45,5.822077,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,533,64.042487,471,56.592892,0,0.000000,62,7.449595,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,460,56.559695,420,51.641461,1,0.122956,40,4.918234,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,107,52.541769,96,47.140279,1,0.491045,11,5.401490,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,1321,67.785826,1174,60.242664,1,0.051314,147,7.543162,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,1133,43.734704,1042,40.222032,3,0.115802,91,3.512673,2,0.077202
297605,0.000182,226704,5758,24119,4255.593196,583,34.288470,539,31.700661,1,0.058814,44,2.587809,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,8005,56.382362,7190,50.641996,17,0.119738,815,5.740365,0,0.000000
297656,0.000296,2551776,110287,473608,7423.974518,11303,59.059520,10092,52.731901,21,0.109727,1211,6.327619,2,0.010450
297660,0.000211,1480276,43314,184285,4979.747020,4450,40.082615,4001,36.038324,7,0.063051,449,4.044291,0,0.000000
297661,0.000188,824611,20680,89351,4334.213344,2188,35.378298,1957,31.643203,3,0.048508,231,3.735094,1,0.016169
297662,0.000250,104235,3433,14233,5461.889001,366,46.817288,323,41.316896,3,0.383748,43,5.500392,0,0.000000
297663,0.000250,109306,3482,14969,5477.832873,393,47.938814,349,42.571619,0,0.000000,44,5.367195,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,421,42.037364,388,38.742274,1,0.099851,33,3.295090,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,516,62.839658,469,57.115891,0,0.000000,47,5.723767,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,443,61.373704,396,54.862273,0,0.000000,47,6.511431,1,0.138541
297673,0.000267,97839,4110,17807,7280.123468,410,55.874106,363,49.469026,2,0.272557,47,6.405080,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,49,55.912138,45,51.347882,0,0.000000,4,4.564256,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,1099,57.100401,985,51.177339,3,0.155870,114,5.923063,0,0.000000
