#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,589,83.245883,525,74.200490,0,0.000000,64,9.045393,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,535,74.940993,480,67.236779,0,0.000000,55,7.704214,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,550,74.909428,489,66.601291,0,0.000000,61,8.308137,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,364,66.756531,325,59.604046,0,0.000000,39,7.152485,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,679,82.398913,607,73.661473,1,0.121353,72,8.737440,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,599,82.659739,530,73.138000,1,0.137996,69,9.521740,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,561,78.929596,497,69.925151,0,0.000000,64,9.004446,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,579,78.471234,509,68.984211,1,0.135529,70,9.487023,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,531,55.656877,480,50.311301,1,0.104815,51,5.345576,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,328,80.983155,292,72.094760,2,0.493800,36,8.888395,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,556,77.203725,508,70.538656,0,0.000000,48,6.665070,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,519,73.696205,461,65.460406,0,0.000000,58,8.235799,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,554,78.699610,499,70.886472,0,0.000000,55,7.813138,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,505,72.656905,451,64.887652,2,0.287750,54,7.769253,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,573,72.025190,512,64.357587,1,0.125698,61,7.667603,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,948,55.368900,845,49.353080,0,0.000000,103,6.015819,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,627,79.239453,576,72.794139,3,0.379136,51,6.445314,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,825,74.157470,746,67.056330,2,0.179776,79,7.101140,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,560,74.060849,495,65.464500,1,0.132252,65,8.596349,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,546,72.427722,496,65.795146,3,0.397955,50,6.632575,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,518,67.018579,462,59.773327,2,0.258759,56,7.245252,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,615,73.895177,545,65.484344,0,0.000000,70,8.410833,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,530,65.166605,481,59.141768,2,0.245912,49,6.024837,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,134,65.799973,122,59.907438,1,0.491045,12,5.892535,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,1549,79.485423,1375,70.556783,1,0.051314,174,8.928640,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,1304,50.335441,1197,46.205156,3,0.115802,107,4.130285,2,0.077202
297605,0.000182,226704,5758,24119,4255.593196,696,40.934434,633,37.229162,1,0.058814,63,3.705272,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,9412,66.292416,8432,59.389891,21,0.147911,980,6.902525,1,0.007043
297656,0.000296,2551776,110287,473608,7423.974518,13218,69.065623,11790,61.604153,23,0.120178,1428,7.461470,3,0.015675
297660,0.000211,1480276,43314,184285,4979.747020,5259,47.369545,4732,42.622682,9,0.081066,527,4.746863,0,0.000000
297661,0.000188,824611,20680,89351,4334.213344,2551,41.247732,2283,36.914375,3,0.048508,268,4.333356,1,0.016169
297662,0.000250,104235,3433,14233,5461.889001,438,56.027246,387,49.503526,3,0.383748,51,6.523720,0,0.000000
297663,0.000250,109306,3482,14969,5477.832873,471,57.453388,421,51.354302,0,0.000000,50,6.099086,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,496,49.526206,455,45.432306,1,0.099851,41,4.093900,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,613,74.652540,551,67.102038,1,0.121782,62,7.550502,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,517,71.625745,462,64.005985,1,0.138541,55,7.619760,1,0.138541
297673,0.000267,97839,4110,17807,7280.123468,488,66.503814,433,59.008507,3,0.408835,55,7.495307,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,62,70.745971,54,61.617458,0,0.000000,8,9.128512,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,1292,67.128042,1149,59.698236,4,0.207827,143,7.429807,0,0.000000
