#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,653,92.291276,609,86.072568,1,0.141334,44,6.218708,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,741,103.796777,683,95.672333,0,0.000000,58,8.124444,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,671,91.389502,626,85.260549,2,0.272398,45,6.128953,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,471,86.380017,425,77.943752,0,0.000000,46,8.436265,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,906,109.946119,823,99.873793,1,0.121353,83,10.072327,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,744,102.669192,681,93.975430,1,0.137996,63,8.693762,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,727,102.284878,667,93.843210,0,0.000000,60,8.441668,0,0.000000
297284,0.000250,98380,4527,19362,7872.331775,821,111.269228,759,102.866436,0,0.000000,62,8.402792,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,665,69.702115,616,64.566170,1,0.104815,49,5.135945,0,0.000000
297286,0.000222,54003,2486,10480,7762.531711,376,92.834349,358,88.390151,1,0.246900,18,4.444198,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,688,95.532668,626,86.923619,1,0.138856,62,8.609049,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,690,97.977614,624,88.605842,0,0.000000,66,9.371772,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,709,100.718454,657,93.331487,0,0.000000,52,7.386967,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,660,94.957539,618,88.914786,1,0.143875,42,6.042752,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,769,96.662079,721,90.628555,1,0.125698,48,6.033524,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,1289,75.285350,1213,70.846493,0,0.000000,76,4.438857,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,751,94.910413,700,88.465099,0,0.000000,51,6.445314,1,0.126379
297496,0.000304,148333,6806,28827,7773.590502,1134,101.932813,1044,93.842908,0,0.000000,90,8.089906,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,719,95.088840,652,86.227988,1,0.132252,67,8.860852,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,678,89.937720,619,82.111281,1,0.132652,59,7.826439,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,759,98.199037,708,91.600683,1,0.129379,51,6.598354,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,725,87.112201,671,80.623844,0,0.000000,54,6.488357,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,707,86.929792,657,80.781999,1,0.122956,50,6.147793,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,178,87.405934,160,78.567132,0,0.000000,18,8.838802,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,1949,100.011033,1799,92.313929,2,0.102628,150,7.697104,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,1562,60.294447,1441,55.623750,4,0.154403,121,4.670697,1,0.038601
297605,0.000182,226704,5758,24119,4255.593196,878,51.638554,825,48.521420,0,0.000000,53,3.117134,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,12118,85.351838,11270,79.379040,11,0.077477,848,5.972797,3,0.021130
297656,0.000296,2551776,110287,473608,7423.974518,17162,89.673493,15898,83.068942,19,0.099277,1264,6.604550,5,0.026126
297660,0.000211,1480276,43314,184285,4979.747020,6766,60.943590,6287,56.629079,3,0.027022,479,4.314511,0,0.000000
297661,0.000188,824611,20680,89351,4334.213344,3275,52.954262,3072,49.671906,3,0.048508,203,3.282356,1,0.016169
297662,0.000250,104235,3433,14233,5461.889001,522,66.772197,484,61.911386,0,0.000000,38,4.860811,0,0.000000
297663,0.000250,109306,3482,14969,5477.832873,562,68.553724,527,64.284364,0,0.000000,35,4.269360,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,652,65.102997,617,61.608204,0,0.000000,35,3.494793,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,736,89.631761,689,83.907993,1,0.121782,47,5.723767,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,655,90.744416,607,84.094443,0,0.000000,48,6.649972,1,0.138541
297673,0.000267,97839,4110,17807,7280.123468,648,88.308343,601,81.903263,0,0.000000,47,6.405080,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,78,89.002995,76,86.720867,0,0.000000,2,2.282128,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,1685,87.547021,1557,80.896565,1,0.051957,128,6.650456,0,0.000000
