#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,1055,149.107651,933,131.864870,1,0.141334,122,17.242780,0,0.000000
297048,0.000133,95186,3319,14180,5958.859496,1004,140.636928,868,121.586508,2,0.280153,136,19.050421,0,0.000000
297049,0.000133,97896,3562,14546,5943.450192,1003,136.607556,871,118.629294,1,0.136199,132,17.978263,0,0.000000
297050,0.000182,72702,2494,10617,5841.379880,699,128.194548,591,108.387665,1,0.183397,108,19.806883,0,0.000000
297281,0.000294,109872,5354,22316,8124.362895,1215,147.444299,1061,128.755886,2,0.242707,154,18.688413,0,0.000000
297282,0.000250,96621,4679,19688,8150.609081,1101,151.933845,946,130.544430,1,0.137996,155,21.389415,0,0.000000
297283,0.000267,94768,4581,19270,8133.547189,1059,148.995441,903,127.047105,0,0.000000,156,21.948337,1,0.140694
297284,0.000250,98380,4527,19362,7872.331775,1084,146.913329,931,126.177407,2,0.271058,153,20.735922,0,0.000000
297285,0.000200,127208,4256,17930,5638.010188,996,104.395950,867,90.874788,1,0.104815,129,13.521162,1,0.104815
297286,0.000222,54003,2486,10480,7762.531711,607,149.868217,519,128.141029,3,0.740700,88,21.727188,0,0.000000
297287,0.000250,96023,4313,18246,7600.679004,1015,140.938456,886,123.026081,1,0.138856,129,17.912375,0,0.000000
297288,0.000267,93899,4067,17605,7499.547386,998,141.712549,854,121.265047,0,0.000000,144,20.447502,0,0.000000
297289,0.000267,93859,4158,17132,7301.164513,1000,142.057057,877,124.584039,0,0.000000,123,17.473018,0,0.000000
297290,0.000267,92673,4026,17118,7388.559775,951,136.825181,828,119.128549,3,0.431625,123,17.696632,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,1094,137.514063,954,119.916285,1,0.125698,140,17.597778,0,0.000000
297494,0.000286,228287,7641,32381,5673.735254,1765,103.086612,1513,88.368297,2,0.116812,252,14.718315,0,0.000000
297495,0.000312,105503,4921,20727,7858.354739,1185,149.758775,1046,132.192134,4,0.505515,139,17.566641,0,0.000000
297496,0.000304,148333,6806,28827,7773.590502,1552,139.505931,1357,121.977802,3,0.269664,195,17.528129,0,0.000000
297497,0.000312,100818,4556,19438,7712.114900,1053,139.260846,918,121.406892,2,0.264503,135,17.853955,0,0.000000
297498,0.000267,100514,4385,19102,7601.727123,1040,137.957565,899,119.253703,3,0.397955,141,18.703862,0,0.000000
297499,0.000312,103056,4472,19205,7454.199658,992,128.344460,850,109.972572,2,0.258759,142,18.371888,0,0.000000
297501,0.000294,110968,4576,19854,7156.657775,1120,134.573330,971,116.670271,2,0.240310,149,17.903059,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,1030,126.644535,908,111.643920,2,0.245912,122,15.000615,0,0.000000
297503,0.000250,27153,1131,4946,7286.119397,242,118.832787,212,104.101450,1,0.491045,30,14.731337,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,2836,145.526572,2452,125.821987,3,0.153942,384,19.704585,0,0.000000
297562,0.000200,345416,10022,43242,5007.527156,2379,91.831299,2091,80.714269,4,0.154403,288,11.117030,2,0.077202
297605,0.000182,226704,5758,24119,4255.593196,1269,74.634766,1116,65.636248,2,0.117628,153,8.998518,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,17602,123.977806,15285,107.658264,31,0.218345,2317,16.319542,3,0.021130
297656,0.000296,2551776,110287,473608,7423.974518,24922,130.220416,21555,112.627441,39,0.203780,3367,17.592976,5,0.026126
297660,0.000211,1480276,43314,184285,4979.747020,9757,87.884512,8522,76.760460,13,0.117095,1235,11.124052,1,0.009007
297661,0.000188,824611,20680,89351,4334.213344,4753,76.852399,4137,66.892147,5,0.080846,616,9.960252,1,0.016169
297662,0.000250,104235,3433,14233,5461.889001,787,100.669961,679,86.855023,6,0.767497,108,13.814937,1,0.127916
297663,0.000250,109306,3482,14969,5477.832873,873,106.490037,759,92.584122,0,0.000000,114,13.905916,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,995,99.351966,857,85.572497,3,0.299554,138,13.779469,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,1204,146.625870,1053,128.236745,2,0.243565,151,18.389125,0,0.000000
297672,0.000286,96241,4069,17595,7312.891595,975,135.077566,835,115.681813,2,0.277082,140,19.395753,2,0.277082
297673,0.000267,97839,4110,17807,7280.123468,893,121.696529,769,104.798019,3,0.408835,124,16.898510,0,0.000000
297674,0.000500,11685,527,2276,7791.185280,120,136.927685,98,111.824276,0,0.000000,22,25.103409,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,2423,125.891057,2111,109.680570,6,0.311740,312,16.210487,0,0.000000
