#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
297047,0.000133,94339,3444,14310,6067.480045,8059,1139.012851,4087,577.633146,4,0.565337,3972,561.379705,1,0.141334
297048,0.000133,95186,3319,14180,5958.859496,8115,1136.721787,4089,572.773307,8,1.120613,4026,563.948480,4,0.560306
297049,0.000133,97896,3562,14546,5943.450192,8226,1120.372640,4202,572.308028,13,1.770586,4024,548.064613,1,0.136199
297050,0.000182,72702,2494,10617,5841.379880,5946,1090.478941,3047,558.810853,5,0.916985,2899,531.668088,1,0.183397
297281,0.000294,109872,5354,22316,8124.362895,10277,1247.148197,5240,635.891462,8,0.970827,5037,611.256735,3,0.364060
297282,0.000250,96621,4679,19688,8150.609081,8841,1220.024632,4409,608.425360,4,0.551985,4432,611.599273,4,0.551985
297283,0.000267,94768,4581,19270,8133.547189,8830,1242.332151,4453,626.512466,7,0.984861,4377,615.819686,2,0.281389
297284,0.000250,98380,4527,19362,7872.331775,8933,1210.679677,4472,606.085248,6,0.813173,4461,604.594430,3,0.406587
297285,0.000200,127208,4256,17930,5638.010188,8195,858.960652,4123,432.153114,4,0.419261,4072,426.807538,3,0.314446
297286,0.000222,54003,2486,10480,7762.531711,4764,1176.230950,2370,585.152677,7,1.728299,2394,591.078273,1,0.246900
297287,0.000250,96023,4313,18246,7600.679004,8252,1145.836588,4180,580.416497,5,0.694278,4072,565.420090,1,0.138856
297288,0.000267,93899,4067,17605,7499.547386,7929,1125.890585,4045,574.376014,4,0.567986,3884,551.514571,1,0.141997
297289,0.000267,93859,4158,17132,7301.164513,7875,1118.699326,4021,571.211427,5,0.710285,3854,547.487899,3,0.426171
297290,0.000267,92673,4026,17118,7388.559775,7606,1094.313698,3882,558.522979,7,1.007125,3724,535.790719,0,0.000000
297291,0.000235,106074,4568,19164,7226.653091,8767,1101.997976,4402,553.324409,12,1.508381,4365,548.673568,1,0.125698
297494,0.000286,228287,7641,32381,5673.735254,14398,840.929765,7228,422.158657,7,0.408842,7170,418.771108,6,0.350436
297495,0.000312,105503,4921,20727,7858.354739,8872,1121.231940,4598,581.089321,10,1.263787,4274,540.142618,5,0.631894
297496,0.000304,148333,6806,28827,7773.590502,12407,1115.238461,6200,557.304623,11,0.988766,6207,557.933838,1,0.089888
297497,0.000312,100818,4556,19438,7712.114900,8422,1113.822267,4311,570.136285,6,0.793509,4111,543.685982,1,0.132252
297498,0.000267,100514,4385,19102,7601.727123,8340,1106.313548,4234,561.646470,9,1.193864,4106,544.667078,5,0.663258
297499,0.000312,103056,4472,19205,7454.199658,8277,1070.874088,4161,538.348083,7,0.905656,4116,532.526005,2,0.258759
297501,0.000294,110968,4576,19854,7156.657775,8674,1042.222382,4416,530.603417,13,1.562012,4258,511.618965,0,0.000000
297502,0.000312,108440,4474,19290,7115.455551,8468,1041.190213,4328,532.152957,10,1.229559,4140,509.037256,2,0.245912
297503,0.000250,27153,1131,4946,7286.119397,2036,999.766754,1051,516.087848,1,0.491045,985,483.678906,0,0.000000
297557,0.000316,259838,11993,51015,7853.354783,22561,1157.695692,11369,583.389137,24,1.231537,11192,574.306555,4,0.205256
297562,0.000200,345416,10022,43242,5007.527156,18816,726.312620,9667,373.153917,20,0.772016,9149,353.158703,5,0.193004
297605,0.000182,226704,5758,24119,4255.593196,10491,617.016021,5380,316.418472,10,0.588138,5111,300.597549,0,0.000000
297620,0.000290,1893027,77669,334401,7065.953101,143782,1012.713148,72568,511.124951,112,0.788860,71214,501.588197,28,0.197215
297656,0.000296,2551776,110287,473608,7423.974518,203246,1061.984542,102403,535.067864,175,0.914396,100843,526.916678,43,0.224680
297660,0.000211,1480276,43314,184285,4979.747020,79199,713.371470,40057,360.806588,52,0.468381,39142,352.564882,10,0.090073
297661,0.000188,824611,20680,89351,4334.213344,38666,625.199842,19687,318.323832,34,0.549754,18979,306.876010,7,0.113185
297662,0.000250,104235,3433,14233,5461.889001,6262,801.010537,3181,406.901073,11,1.407077,3081,394.109464,3,0.383748
297663,0.000250,109306,3482,14969,5477.832873,6380,778.243341,3299,402.417678,1,0.121982,3081,375.825664,0,0.000000
297664,0.000211,133532,4169,18056,5408.740976,7844,783.232983,3995,398.905631,12,1.198215,3849,384.327352,0,0.000000
297670,0.000312,109485,4995,21447,7835.593917,9189,1119.057405,4685,570.549999,10,1.217823,4504,548.507406,3,0.365347
297672,0.000286,96241,4069,17595,7312.891595,7673,1063.025807,3782,523.962414,5,0.692705,3891,539.063393,3,0.415623
297673,0.000267,97839,4110,17807,7280.123468,7518,1024.540316,3710,505.592521,7,0.953948,3808,518.947795,1,0.136278
297674,0.000500,11685,527,2276,7791.185280,951,1085.151904,470,536.300100,1,1.141064,481,548.851804,0,0.000000
297723,0.000297,256624,10505,44590,6950.246275,19656,1021.260677,10063,522.840160,16,0.831307,9593,498.420517,5,0.259783
